,f1,g,recall,precision,pf,wins
chipster.csv,0.17,0.2,0.17,0.25,0.06,1
fontforge.csv,0.55,0.34,0.88,0.41,0.9,6
glas.csv,0.51,0.59,0.79,0.43,0.68,11
gmerlin.csv,0.26,0.0,0.83,0.15,0.72,0
hannosset.csv,0.22,0.22,0.19,0.33,0.16,2
hatari.csv,0.53,0.5,0.84,0.41,0.82,10
jaolt.csv,0.45,0.54,0.67,0.44,0.43,13
jcl.csv,0.42,0.62,0.65,0.46,0.41,15
ltp.csv,0.44,0.52,0.71,0.4,0.62,9
mia.csv,0.25,0.32,0.36,0.43,0.19,4
net-snmp.csv,0.49,0.49,0.7,0.39,0.68,8
opde.csv,0.5,0.53,0.67,0.44,0.5,12
oppna-program-hsatools.csv,0.53,0.55,0.86,0.45,0.69,14
powerfolder-.csv,0.32,0.41,0.36,0.4,0.26,5
qlc.csv,0.36,0.45,0.5,0.25,0.27,7
tcl.csv,0.43,0.45,0.66,0.33,0.7,3
