,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.54,0.58,0.0,0.32,0.47,0.56,0.0,0.0,0.38,0.68,0.92,0.45,0.0,0.83,0.88,0.0
fontforge.csv,0.41,0.33,0.41,0.37,0.33,0.36,0.37,0.48,0.42,0.37,0.46,0.42,0.39,0.51,0.37,0.37,0.43
glas.csv,0.42,0.34,0.48,0.52,0.41,0.45,0.39,0.29,0.4,0.79,0.41,0.37,0.34,0.5,0.38,0.37,0.33
gmerlin.csv,0.0,0.3,0.43,0.35,0.0,0.31,0.36,0.0,0.39,0.0,0.38,0.35,0.35,0.46,0.37,0.0,0.45
hannosset.csv,0.62,0.94,0.83,0.67,0.47,0.97,0.88,0.9,0.89,0.93,0.94,0.96,0.95,0.83,0.94,0.89,0.43
hatari.csv,0.42,0.36,0.58,0.4,0.35,0.38,0.38,0.27,0.45,0.33,0.47,0.42,0.37,0.51,0.49,0.37,0.54
jaolt.csv,0.35,0.37,0.47,0.36,0.65,0.59,0.5,0.31,0.43,0.89,0.46,0.42,0.44,0.72,0.61,0.71,0.34
jcl.csv,0.46,0.4,0.45,0.7,0.4,0.42,0.52,0.62,0.49,0.71,0.4,0.86,0.42,0.91,0.59,0.5,0.72
ltp.csv,0.9,0.41,0.46,0.48,0.5,0.43,0.45,0.48,0.6,0.62,0.55,0.8,0.52,0.63,0.43,0.54,0.97
mia.csv,0.6,0.0,0.48,0.42,0.93,0.95,0.67,0.38,0.57,0.32,0.57,0.87,0.83,0.8,0.75,0.57,0.81
net-snmp.csv,0.47,0.51,0.46,0.36,0.36,0.49,0.64,0.29,0.38,0.44,0.46,0.48,0.51,0.44,0.46,0.45,0.61
opde.csv,0.4,0.48,0.42,0.58,0.33,0.45,0.74,0.39,0.51,0.0,0.45,0.41,0.42,0.72,0.38,0.48,0.45
oppna-program-hsatools.csv,0.36,0.47,0.4,0.37,0.36,0.47,0.41,0.27,0.42,0.35,0.45,0.41,0.47,0.65,0.88,0.35,0.4
powerfolder-.csv,0.42,0.51,0.7,0.37,0.56,0.88,0.55,0.8,0.39,0.57,0.58,0.35,0.53,0.8,0.89,0.44,0.45
qlc.csv,0.0,0.3,0.0,0.46,0.32,0.45,0.56,0.0,0.48,0.46,0.76,0.42,0.59,0.52,0.38,0.49,0.0
tcl.csv,0.52,0.37,0.54,0.39,0.47,0.51,0.47,0.0,0.65,0.47,0.54,0.47,0.38,0.52,0.52,0.0,0.93
