,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.27,0.19,0.0,0.81,0.35,0.46,0.0,0.0,0.38,0.04,0.06,0.38,0.0,0.07,0.06,0.0
fontforge.csv,0.92,0.78,1.0,1.0,0.99,0.57,0.98,0.19,0.87,1.0,0.43,0.9,0.66,0.78,1.0,0.99,0.83
glas.csv,0.69,0.68,0.42,0.36,0.7,0.71,0.62,0.84,0.7,0.25,0.91,0.71,0.62,0.33,0.57,1.0,0.65
gmerlin.csv,0.0,0.96,0.58,0.98,0.0,0.79,1.0,0.0,0.72,0.0,1.0,0.65,1.0,0.96,1.0,0.0,0.3
hannosset.csv,0.53,0.16,0.08,0.04,0.61,0.23,0.15,0.13,0.33,0.22,0.13,0.12,0.17,0.09,0.19,0.08,0.85
hatari.csv,0.55,0.57,0.33,0.82,0.88,0.52,0.94,0.97,0.82,0.88,0.13,0.95,0.9,0.8,0.67,1.0,0.36
jaolt.csv,0.59,0.61,0.14,0.73,0.32,0.24,0.4,0.61,0.52,0.12,0.43,0.9,0.45,0.15,0.23,0.33,0.53
jcl.csv,0.67,0.41,0.69,0.29,0.56,0.49,0.5,0.19,0.72,0.38,0.3,0.2,0.45,0.09,0.46,0.33,0.29
ltp.csv,0.35,0.62,0.89,0.69,0.43,0.76,0.77,0.58,0.67,0.5,0.39,0.44,0.72,0.6,0.87,0.68,0.29
mia.csv,0.25,0.0,0.31,0.76,0.06,0.1,0.33,0.32,0.53,0.95,0.04,0.19,0.03,0.05,0.06,0.25,0.18
net-snmp.csv,0.31,0.49,0.39,0.71,0.68,0.76,0.4,1.0,0.85,0.72,1.0,0.56,0.48,0.75,0.35,0.68,0.45
opde.csv,1.0,0.41,1.0,0.24,0.91,0.5,0.35,0.35,0.65,0.0,0.3,0.95,0.69,0.13,0.88,0.79,0.45
oppna-program-hsatools.csv,0.73,0.3,0.61,1.0,0.7,0.29,0.87,0.94,0.91,0.95,0.13,0.99,0.38,0.2,0.2,0.69,0.56
powerfolder-.csv,0.37,0.26,0.14,0.64,0.43,0.19,0.19,0.1,0.39,0.38,0.26,0.65,0.14,0.05,0.12,0.68,0.41
qlc.csv,0.0,0.64,0.0,0.53,0.94,0.22,0.33,0.0,0.34,0.25,0.04,0.81,0.1,0.27,0.61,0.28,0.0
tcl.csv,0.69,0.82,0.75,0.96,0.64,0.7,0.77,0.0,0.56,0.35,0.7,0.88,0.93,0.91,0.67,0.0,0.3
