,freedom-erp.csv,twostep.csv,iaml.csv,etics.csv,neoengine.csv,nsis.csv,vdsf.csv,monetdb.csv,amygdala.csv,ikvm.csv,jicarilla.csv,metacosm.csv,mplayer-ce.csv,moviesandbox.csv,uwom.csv,geotools.csv,jrdf.csv,ng4j.csv,bloodycore.csv,jahshakafx.csv,jstock.csv,nassp.csv,soar.csv,xbplayer.csv,scite-ru.csv,mobicents.csv,jcache.csv,flylegacy.csv,mcmc-jags.csv,mcore3d.csv,gdis.csv,gtad.csv,liferea.csv,nova.csv,fleet-simulator.csv,japano.csv,qmcpack.csv,gnukeda.csv,powerfolder-.csv,jparsec.csv,m-m-m.csv,adonthell.csv,k3d.csv,fmri-dmt.csv,amanda.csv,jaql.csv,bzbyte.csv
jahshakafx.csv,166.0,1.0,3.0,0.0,2.0,2.0,0.0,145.0,0.0,2.0,21.0,2.0,627.0,0.0,828.0,1.0,20.0,10.0,459.0,,15.0,7.0,1.0,5.0,45.0,508.0,3.0,39.0,2.0,4.0,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,4.0,3.0,0.0
japano.csv,166.0,1.0,0.0,0.0,7.0,2.0,1261.0,145.0,0.0,10.0,21.0,2.0,627.0,0.0,828.0,5.0,20.0,10.0,459.0,203.0,29.0,57.0,1.0,5.0,72.0,508.0,3.0,84.0,12.0,3.0,4.0,6.0,6.0,21.0,0.0,,5.0,0.0,1.0,0.0,2.0,0.0,205.0,0.0,6.0,3.0,0.0
jaql.csv,166.0,1.0,31.0,0.0,297.0,3.0,1261.0,145.0,0.0,51.0,21.0,2.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,15.0,57.0,46.0,132.0,72.0,508.0,3.0,84.0,2.0,177.0,69.0,6.0,6.0,21.0,0.0,6.0,5.0,17.0,0.0,0.0,0.0,0.0,205.0,0.0,111.0,,0.0
jcache.csv,10.0,1.0,3.0,0.0,2.0,2.0,4.0,1.0,0.0,4.0,21.0,2.0,6.0,0.0,89.0,7.0,20.0,10.0,10.0,50.0,22.0,7.0,10.0,5.0,45.0,0.0,,0.0,11.0,9.0,1.0,6.0,6.0,26.0,6.0,7.0,10.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,4.0,3.0,0.0
jicarilla.csv,166.0,70.0,244.0,54.0,297.0,92.0,1261.0,145.0,1.0,51.0,,6.0,627.0,78.0,828.0,298.0,73.0,78.0,459.0,338.0,55.0,57.0,55.0,132.0,72.0,508.0,74.0,84.0,56.0,177.0,69.0,72.0,56.0,40.0,61.0,133.0,65.0,70.0,104.0,113.0,60.0,107.0,205.0,67.0,111.0,240.0,74.0
jparsec.csv,166.0,1.0,199.0,3.0,297.0,92.0,1261.0,145.0,0.0,51.0,21.0,5.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,15.0,57.0,55.0,132.0,72.0,508.0,3.0,84.0,10.0,177.0,69.0,72.0,26.0,21.0,14.0,6.0,65.0,70.0,1.0,,2.0,30.0,205.0,0.0,111.0,3.0,0.0
jrdf.csv,166.0,2.0,244.0,0.0,297.0,92.0,1261.0,145.0,0.0,51.0,21.0,2.0,627.0,2.0,828.0,298.0,,10.0,459.0,338.0,55.0,57.0,55.0,132.0,72.0,508.0,3.0,84.0,2.0,177.0,69.0,72.0,56.0,21.0,0.0,133.0,65.0,70.0,104.0,0.0,2.0,107.0,205.0,67.0,111.0,240.0,74.0
jstock.csv,166.0,1.0,46.0,3.0,22.0,30.0,1261.0,145.0,1.0,51.0,21.0,2.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,,57.0,55.0,132.0,72.0,508.0,3.0,84.0,2.0,58.0,47.0,72.0,6.0,21.0,0.0,9.0,13.0,1.0,1.0,25.0,2.0,8.0,205.0,0.0,111.0,40.0,2.0
k3d.csv,166.0,1.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,51.0,46.0,2.0,627.0,0.0,828.0,20.0,22.0,10.0,459.0,113.0,19.0,57.0,0.0,5.0,72.0,385.0,4.0,84.0,2.0,4.0,3.0,6.0,6.0,21.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,0.0,,0.0,6.0,5.0,0.0
liferea.csv,166.0,1.0,244.0,0.0,297.0,3.0,1261.0,145.0,0.0,51.0,21.0,2.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,22.0,57.0,55.0,132.0,72.0,508.0,3.0,84.0,2.0,177.0,69.0,72.0,,21.0,0.0,6.0,20.0,70.0,1.0,0.0,0.0,0.0,205.0,0.0,111.0,240.0,0.0
m-m-m.csv,166.0,1.0,244.0,0.0,297.0,92.0,1261.0,145.0,0.0,51.0,21.0,2.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,55.0,57.0,55.0,132.0,72.0,508.0,3.0,84.0,2.0,177.0,69.0,72.0,41.0,21.0,0.0,7.0,65.0,70.0,104.0,0.0,,0.0,205.0,67.0,111.0,240.0,2.0
mcmc-jags.csv,166.0,1.0,244.0,0.0,297.0,92.0,1261.0,145.0,0.0,51.0,38.0,2.0,627.0,0.0,828.0,298.0,22.0,10.0,459.0,338.0,22.0,57.0,55.0,132.0,72.0,508.0,39.0,84.0,,177.0,69.0,72.0,56.0,21.0,2.0,8.0,27.0,70.0,42.0,4.0,0.0,7.0,205.0,0.0,111.0,41.0,0.0
mcore3d.csv,33.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,21.0,2.0,627.0,0.0,828.0,1.0,20.0,10.0,459.0,44.0,15.0,7.0,0.0,5.0,45.0,49.0,3.0,0.0,2.0,,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
metacosm.csv,166.0,70.0,244.0,54.0,297.0,92.0,1261.0,145.0,72.0,51.0,69.0,,627.0,78.0,828.0,298.0,73.0,78.0,459.0,338.0,55.0,57.0,55.0,132.0,72.0,508.0,39.0,84.0,56.0,177.0,69.0,72.0,56.0,56.0,61.0,133.0,65.0,70.0,104.0,113.0,60.0,107.0,205.0,67.0,111.0,240.0,74.0
mobicents.csv,8.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,21.0,2.0,627.0,0.0,828.0,1.0,20.0,10.0,459.0,44.0,15.0,7.0,0.0,5.0,38.0,,3.0,0.0,2.0,3.0,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
monetdb.csv,7.0,1.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,21.0,2.0,8.0,0.0,89.0,1.0,20.0,10.0,10.0,44.0,15.0,7.0,0.0,5.0,38.0,0.0,3.0,0.0,2.0,3.0,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
moviesandbox.csv,166.0,8.0,244.0,0.0,297.0,92.0,1261.0,145.0,0.0,51.0,37.0,2.0,627.0,,828.0,298.0,22.0,10.0,459.0,338.0,55.0,57.0,55.0,132.0,72.0,508.0,4.0,84.0,2.0,177.0,69.0,72.0,56.0,26.0,9.0,8.0,65.0,70.0,42.0,0.0,0.0,3.0,205.0,67.0,111.0,240.0,47.0
mplayer-ce.csv,166.0,70.0,244.0,54.0,297.0,92.0,1261.0,145.0,72.0,51.0,69.0,57.0,,78.0,828.0,298.0,73.0,78.0,459.0,338.0,55.0,57.0,55.0,132.0,72.0,508.0,74.0,84.0,56.0,177.0,69.0,72.0,56.0,56.0,61.0,133.0,65.0,70.0,104.0,113.0,60.0,107.0,205.0,67.0,111.0,240.0,74.0
nassp.csv,166.0,1.0,4.0,0.0,2.0,2.0,0.0,145.0,0.0,8.0,21.0,2.0,627.0,0.0,828.0,115.0,20.0,10.0,459.0,126.0,15.0,,1.0,5.0,72.0,508.0,3.0,84.0,2.0,4.0,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,205.0,0.0,85.0,3.0,0.0
neoengine.csv,166.0,1.0,0.0,0.0,,2.0,0.0,145.0,0.0,51.0,21.0,2.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,15.0,57.0,1.0,5.0,72.0,508.0,3.0,84.0,2.0,4.0,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,111.0,3.0,0.0
ng4j.csv,7.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,39.0,3.0,2.0,0.0,89.0,1.0,20.0,,10.0,44.0,15.0,7.0,0.0,5.0,38.0,0.0,6.0,0.0,10.0,3.0,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
nova.csv,166.0,2.0,244.0,46.0,297.0,21.0,1261.0,145.0,1.0,51.0,41.0,3.0,627.0,3.0,828.0,298.0,36.0,13.0,459.0,338.0,55.0,57.0,46.0,132.0,72.0,508.0,3.0,84.0,2.0,4.0,69.0,72.0,19.0,,0.0,9.0,65.0,17.0,104.0,25.0,15.0,12.0,205.0,67.0,111.0,58.0,13.0
nsis.csv,7.0,70.0,0.0,4.0,2.0,,0.0,1.0,25.0,0.0,21.0,49.0,2.0,3.0,89.0,1.0,20.0,73.0,10.0,44.0,15.0,7.0,0.0,5.0,38.0,0.0,3.0,0.0,49.0,3.0,0.0,6.0,6.0,56.0,1.0,7.0,5.0,0.0,0.0,26.0,60.0,8.0,0.0,0.0,4.0,3.0,2.0
powerfolder-.csv,13.0,2.0,3.0,0.0,5.0,13.0,508.0,6.0,25.0,4.0,21.0,2.0,627.0,2.0,554.0,15.0,20.0,17.0,10.0,58.0,15.0,7.0,12.0,9.0,45.0,0.0,3.0,0.0,12.0,14.0,0.0,6.0,26.0,56.0,0.0,6.0,5.0,1.0,,16.0,2.0,30.0,0.0,0.0,11.0,3.0,0.0
qmcpack.csv,166.0,1.0,244.0,0.0,297.0,3.0,1261.0,145.0,0.0,51.0,21.0,2.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,15.0,57.0,55.0,132.0,72.0,508.0,3.0,84.0,2.0,177.0,69.0,6.0,6.0,21.0,0.0,6.0,,70.0,1.0,0.0,0.0,0.0,205.0,0.0,111.0,119.0,0.0
scite-ru.csv,166.0,1.0,0.0,0.0,5.0,2.0,0.0,16.0,0.0,0.0,21.0,2.0,627.0,0.0,828.0,11.0,20.0,10.0,459.0,109.0,15.0,7.0,0.0,5.0,,508.0,3.0,1.0,2.0,3.0,0.0,6.0,6.0,21.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0
soar.csv,7.0,70.0,0.0,54.0,77.0,92.0,1220.0,1.0,72.0,0.0,69.0,57.0,2.0,78.0,89.0,1.0,73.0,78.0,10.0,44.0,55.0,7.0,,132.0,38.0,0.0,74.0,0.0,56.0,4.0,54.0,72.0,56.0,56.0,61.0,78.0,65.0,70.0,0.0,113.0,60.0,107.0,0.0,67.0,4.0,240.0,74.0
twostep.csv,7.0,,0.0,8.0,2.0,2.0,0.0,1.0,23.0,0.0,21.0,57.0,2.0,0.0,89.0,1.0,20.0,10.0,10.0,44.0,15.0,7.0,0.0,5.0,38.0,0.0,3.0,0.0,19.0,3.0,0.0,6.0,6.0,26.0,0.0,6.0,5.0,0.0,0.0,106.0,27.0,0.0,0.0,0.0,4.0,3.0,0.0
uwom.csv,166.0,1.0,4.0,0.0,2.0,3.0,4.0,139.0,0.0,51.0,21.0,2.0,627.0,0.0,,7.0,20.0,10.0,459.0,109.0,15.0,41.0,1.0,5.0,72.0,508.0,3.0,42.0,10.0,4.0,7.0,6.0,19.0,21.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0
vdsf.csv,166.0,70.0,244.0,54.0,297.0,92.0,,145.0,72.0,51.0,69.0,9.0,627.0,78.0,828.0,298.0,73.0,78.0,459.0,338.0,55.0,57.0,55.0,132.0,72.0,508.0,74.0,84.0,56.0,177.0,69.0,72.0,56.0,56.0,61.0,133.0,65.0,70.0,104.0,113.0,60.0,107.0,205.0,67.0,111.0,240.0,74.0
xbplayer.csv,166.0,1.0,4.0,0.0,297.0,2.0,1261.0,145.0,0.0,51.0,21.0,2.0,627.0,0.0,828.0,298.0,20.0,10.0,459.0,338.0,15.0,57.0,10.0,,72.0,508.0,3.0,84.0,2.0,14.0,20.0,6.0,6.0,21.0,0.0,6.0,6.0,10.0,1.0,0.0,0.0,0.0,205.0,0.0,111.0,5.0,0.0
