,freedom-erp.csv,twostep.csv,iaml.csv,etics.csv,neoengine.csv,nsis.csv,vdsf.csv,monetdb.csv,amygdala.csv,ikvm.csv,jicarilla.csv,metacosm.csv,mplayer-ce.csv,moviesandbox.csv,uwom.csv,geotools.csv,jrdf.csv,ng4j.csv,bloodycore.csv,jahshakafx.csv,jstock.csv,nassp.csv,soar.csv,xbplayer.csv,scite-ru.csv,mobicents.csv,jcache.csv,flylegacy.csv,mcmc-jags.csv,mcore3d.csv,gdis.csv,gtad.csv,liferea.csv,nova.csv,fleet-simulator.csv,japano.csv,qmcpack.csv,gnukeda.csv,powerfolder-.csv,jparsec.csv,m-m-m.csv,adonthell.csv,k3d.csv,fmri-dmt.csv,amanda.csv,jaql.csv,bzbyte.csv
adonthell.csv,0.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,1.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.61,1.0,0.12,0.33,0.0,0.0,0.01,1.0,1.0,,0.0,0.03,0.0,0.0,0.22
amanda.csv,0.01,1.0,0.83,0.9,0.53,0.71,1.0,0.02,1.0,0.6,1.0,1.0,0.0,1.0,0.0,0.72,1.0,0.98,0.0,0.75,1.0,0.67,0.88,0.81,0.04,0.06,1.0,0.36,1.0,0.74,0.46,0.97,0.95,1.0,1.0,0.89,0.91,0.75,0.8,1.0,1.0,0.98,0.19,0.89,,0.9,0.89
amygdala.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.27,0.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,1.0,0.98,1.0,1.0,1.0,1.0,0.02,1.0,1.0,1.0,1.0,1.0,0.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0
bloodycore.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bzbyte.csv,0.0,1.0,0.0,0.98,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.98,0.98,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,0.78,0.8,0.16,0.7,1.0,1.0,1.0,0.0,0.61,0.0,0.16,
etics.csv,1.0,0.07,0.19,,0.41,0.57,0.95,1.0,0.2,1.0,0.19,0.16,1.0,0.37,1.0,0.77,0.32,0.19,1.0,0.74,0.58,0.87,0.88,0.47,1.0,1.0,0.24,0.95,0.33,0.56,0.08,0.41,0.0,0.0,0.0,0.44,0.38,0.5,0.84,0.41,0.3,0.06,1.0,0.56,0.92,0.35,0.72
fleet-simulator.csv,0.0,0.89,0.0,0.64,0.0,0.29,0.0,0.0,1.0,0.0,0.89,1.0,0.0,1.0,0.0,0.0,0.81,0.92,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.0,0.0,0.0,0.0,0.64,1.0,,0.56,0.16,0.0,0.35,1.0,1.0,0.44,0.0,0.47,0.0,0.0,0.22
flylegacy.csv,1.0,0.2,0.7,0.05,0.43,0.71,0.94,0.94,0.17,0.97,0.51,0.32,1.0,0.57,1.0,0.87,0.46,0.61,1.0,0.99,0.63,0.96,1.0,0.62,0.96,0.99,0.73,,0.14,0.65,0.23,0.55,0.34,0.14,0.88,0.78,0.51,0.53,0.78,0.84,0.6,0.48,0.73,0.53,0.9,0.85,0.67
fmri-dmt.csv,0.0,0.87,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.97,0.0,0.0,0.8,0.9,0.0,0.0,0.63,0.0,0.0,0.04,0.0,0.0,1.0,0.0,0.81,0.0,0.0,0.11,0.45,1.0,1.0,0.78,0.16,0.0,0.12,0.97,1.0,0.58,0.0,,0.0,0.1,0.17
freedom-erp.csv,,1.0,1.0,1.0,1.0,1.0,1.0,0.31,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.82,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.63,0.04,1.0,0.77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,0.99,1.0
gdis.csv,0.99,0.96,0.81,1.0,1.0,1.0,1.0,0.92,0.83,0.9,0.95,0.77,0.99,0.8,0.71,0.94,0.83,0.78,0.86,0.89,0.86,0.96,0.96,0.81,0.54,0.96,0.98,0.86,0.64,0.82,,0.9,0.82,0.57,1.0,1.0,0.93,0.78,1.0,0.99,1.0,0.85,0.83,0.94,0.83,0.99,0.83
