,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,1.0,0.18,0.67,0.92
freelords.csv,0.36,0.14,0.99,0.98
jfreereport.csv,0.14,0.99,0.66,0.9
super-tux.csv,0.44,0.15,0.82,0.98
