,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.04,0.73,0.91,0.9
freelords.csv,0.95,0.87,0.04,0.44
jfreereport.csv,0.98,0.13,0.83,0.93
super-tux.csv,1.0,0.67,0.53,0.4
