,fontforge.csv,jfreereport.csv,freelords.csv,super-tux.csv
fontforge.csv,0.0,11.0,1.0,0.0
freelords.csv,1.0,2.0,0.0,0.0
jfreereport.csv,6.0,0.0,0.0,0.0
super-tux.csv,1.0,7.0,0.0,0.0
