,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.09,1.0,0.03,0.0,0.12,0.46,0.07,0.42,0.37,0.47,0.95,1.0,0.4,0.31,0.74,0.24,0.27,0.52,0.93,0.61
baadengine.csv,0.74,0.8,0.26,1.0,0.59,0.35,1.0,0.96,1.0,0.83,0.85,1.0,1.0,0.91,0.89,1.0,0.79,0.58,1.0,1.0
bibedt.csv,0.15,0.0,0.35,1.0,0.41,0.62,0.67,0.4,0.69,0.3,0.7,1.0,0.6,0.57,0.37,0.28,0.3,0.36,0.48,0.3
cascading.csv,0.76,0.4,0.87,1.0,0.8,0.81,0.73,0.72,0.81,0.47,0.7,0.5,0.5,0.69,0.7,0.44,0.79,0.49,0.31,0.07
dataobjectsdotnet.csv,0.6,0.8,0.63,1.0,0.39,0.23,1.0,0.6,0.23,0.9,0.9,0.0,0.7,0.31,0.7,0.48,0.44,0.59,0.83,0.0
gnome-jabber.csv,0.31,0.0,0.13,0.0,0.29,0.12,0.13,0.3,0.27,0.53,0.25,1.0,0.3,0.4,0.44,0.36,0.21,0.21,0.62,0.67
gogoego.csv,0.16,0.0,0.34,1.0,0.49,0.27,0.83,0.52,0.4,0.83,0.4,0.0,0.6,0.29,0.67,0.28,0.91,0.37,0.14,0.52
httpcontentparser.csv,0.27,0.2,0.32,0.0,0.44,0.04,0.07,0.53,0.89,0.13,0.75,0.5,0.5,0.49,0.85,0.48,0.5,0.35,0.31,0.02
impala.csv,0.06,0.8,0.25,1.0,0.76,0.85,0.4,0.57,0.52,0.27,1.0,0.0,0.9,0.91,0.19,0.56,0.35,0.49,0.62,0.7
jaxlib.csv,0.29,0.2,0.23,0.0,0.68,0.58,0.47,0.66,0.18,0.73,0.65,1.0,0.5,0.63,0.15,0.28,0.5,0.27,0.38,0.05
jgameai.csv,0.04,0.8,0.01,0.0,0.1,0.54,0.23,0.08,0.06,0.07,0.05,0.5,0.4,0.23,0.0,0.08,0.02,0.02,0.03,0.5
jhotdraw.csv,0.73,0.8,0.78,1.0,0.88,0.65,0.0,0.84,0.6,0.4,0.3,0.5,0.2,0.17,0.56,0.24,0.74,0.39,0.1,0.3
loki-lib.csv,0.31,0.8,0.53,1.0,0.61,0.5,0.97,0.81,0.63,0.83,0.75,0.5,0.7,0.63,0.41,0.6,0.52,0.65,0.62,0.9
patterntesting.csv,0.99,0.8,0.84,1.0,1.0,0.96,0.93,0.94,0.94,0.67,1.0,1.0,0.8,0.97,1.0,0.64,0.97,0.77,0.9,0.61
pokeglobal.csv,0.69,0.2,0.82,1.0,0.78,0.19,1.0,0.45,0.63,0.87,0.65,0.0,0.9,0.23,0.59,0.6,0.63,0.29,0.14,0.03
snakeyaml.csv,0.32,0.0,0.27,1.0,0.49,0.31,0.8,0.41,0.84,0.43,0.5,0.5,0.2,0.4,0.63,0.08,0.33,0.37,0.03,0.27
unflobtactical.csv,0.78,0.6,0.78,1.0,0.59,1.0,0.2,0.6,0.6,0.87,0.8,0.5,0.7,0.77,0.26,0.4,0.53,0.33,0.48,0.91
werx.csv,0.98,1.0,0.97,1.0,0.95,1.0,1.0,0.86,1.0,0.97,0.95,1.0,1.0,0.97,1.0,0.92,0.97,0.97,1.0,1.0
zealos.csv,0.33,0.4,0.61,0.0,0.1,0.23,0.77,0.2,0.35,0.33,0.15,0.0,0.1,0.2,0.07,0.0,0.42,0.09,0.21,0.03
