,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,ng4j.csv,jmule.csv
fritzing.csv,0.21,0.15,0.01,0.46,0.2,0.39,0.2,0.24
jlinalg.csv,0.0,0.53,0.61,0.64,0.0,0.55,0.56,0.41
jmule.csv,0.07,0.05,0.26,0.22,0.2,0.34,0.17,0.0
knowledge.csv,0.21,0.29,0.48,0.94,0.2,0.93,0.47,0.59
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ng4j.csv,0.07,0.21,0.48,0.35,0.0,0.35,0.0,0.03
playerstage.csv,0.14,0.24,0.34,0.0,0.2,0.29,0.24,0.17
superwaba.csv,0.21,0.0,0.31,0.33,0.0,0.62,0.42,0.34
