,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.1,0.0,0.02,0.21,0.1,0.11,0.24,0.21,0.0,0.03,0.0,0.21,0.24,0.18
dvt.csv,0.18,0.5,0.59,0.33,0.2,0.0,0.3,0.21,0.19,0.11,0.2,0.37,0.2,0.46
flylinkdc.csv,0.0,0.0,0.01,0.03,0.22,0.14,0.16,0.14,0.2,0.19,0.0,0.32,0.2,0.34
fulguro.csv,0.13,0.12,0.5,0.13,0.28,0.41,0.11,0.21,0.41,0.11,0.4,0.05,0.04,0.0
gnome-jabber.csv,0.87,0.95,1.0,0.82,0.88,0.81,0.89,0.72,0.83,0.92,0.4,0.95,0.6,0.95
ipfire-wall.csv,0.08,0.25,0.16,0.18,0.17,0.19,0.08,0.17,0.29,0.0,0.0,0.32,0.32,0.14
jruby.csv,0.81,0.6,1.0,0.92,0.67,0.38,0.54,0.45,0.68,0.11,0.4,0.11,0.8,0.13
ldview.csv,0.46,0.32,0.86,0.95,0.6,0.54,0.0,0.38,0.22,0.35,0.8,0.58,0.48,0.28
maidsafe-dht.csv,0.05,0.1,0.03,0.05,0.0,0.11,0.08,0.14,0.08,0.16,0.2,0.11,0.16,0.05
nuttx.csv,0.77,0.88,0.74,0.03,0.53,0.53,0.08,0.41,0.02,0.24,0.2,0.74,0.44,0.82
oorexx.csv,0.52,0.48,0.37,0.36,0.42,0.34,0.43,0.66,0.29,0.7,0.2,0.63,0.0,0.32
red5.csv,0.23,0.45,0.26,0.28,0.2,0.33,0.35,0.0,0.37,0.22,0.0,0.53,0.16,0.29
vdsf.csv,0.68,0.72,0.0,0.85,0.75,0.67,1.0,0.86,1.0,0.92,1.0,0.68,0.92,0.8
xbrlapi.csv,0.4,0.0,0.96,1.0,0.52,0.33,0.43,0.62,0.47,0.57,1.0,0.53,0.6,0.44
