,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.87,0.95,1.0,0.86,0.79,0.82,0.85,0.75,0.1,0.89,0.68,0.91,0.97,0.84
dvt.csv,0.6,0.76,0.6,0.69,0.88,0.02,0.73,0.82,0.83,0.79,0.89,0.68,0.88,1.02
flylinkdc.csv,0.03,0.95,0.95,0.99,0.3,0.82,0.69,0.8,0.74,0.53,0.89,0.92,0.8,0.89
fulguro.csv,0.93,0.8,0.7,0.94,0.77,0.88,0.82,0.75,0.78,0.73,0.92,0.95,0.92,0.0
gnome-jabber.csv,0.87,0.95,1.0,0.83,0.89,0.82,0.9,0.75,0.84,0.92,0.4,0.95,0.67,0.95
ipfire-wall.csv,0.79,0.73,0.56,0.94,0.8,0.78,0.91,0.65,0.73,0.0,0.85,0.82,0.87,0.74
jruby.csv,0.83,0.8,1.0,0.93,0.67,0.64,0.61,0.77,0.8,0.84,0.47,0.11,0.81,0.92
ldview.csv,0.63,0.58,0.89,0.95,0.7,0.77,0.1,0.75,0.79,0.85,0.83,0.63,0.65,0.78
maidsafe-dht.csv,0.87,0.82,0.9,0.99,0.07,0.96,0.77,0.73,0.91,0.79,0.76,0.89,0.85,1.0
nuttx.csv,0.78,0.88,0.82,0.03,0.61,0.55,1.0,0.61,0.95,0.61,0.65,0.77,0.69,0.84
oorexx.csv,0.61,0.71,0.7,0.71,0.47,0.62,0.64,0.71,0.73,0.8,0.73,0.86,0.0,0.55
red5.csv,0.64,0.71,0.7,0.86,0.61,0.68,0.8,0.0,0.6,0.65,0.78,0.72,0.79,0.7
vdsf.csv,0.82,0.73,0.15,0.87,0.8,0.87,1.0,0.87,1.0,0.93,1.0,0.74,0.92,0.8
xbrlapi.csv,0.7,0.07,0.96,1.0,0.77,0.66,0.68,0.71,0.64,0.59,1.0,0.62,0.7,0.63
