,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.17,0.06,0.0,0.2,0.25,0.23,0.22,0.32,0.92,0.13,0.37,0.14,0.07,0.21
dvt.csv,0.48,0.44,0.7,0.44,0.17,0.98,0.37,0.25,0.22,0.26,0.16,0.46,0.17,0.11
flylinkdc.csv,0.98,0.06,0.06,0.01,0.79,0.23,0.38,0.25,0.33,0.54,0.13,0.16,0.26,0.21
fulguro.csv,0.1,0.25,0.52,0.09,0.33,0.24,0.23,0.32,0.36,0.32,0.2,0.07,0.1,1.0
gnome-jabber.csv,0.42,0.21,0.0,0.49,0.39,0.52,0.36,0.59,0.48,0.3,0.88,0.21,0.6,0.21
ipfire-wall.csv,0.26,0.35,0.51,0.1,0.25,0.28,0.12,0.42,0.37,1.0,0.18,0.28,0.22,0.31
jruby.csv,0.49,0.46,0.0,0.3,0.71,0.5,0.64,0.4,0.49,0.2,0.71,0.98,0.52,0.11
ldview.csv,0.56,0.55,0.41,0.21,0.57,0.45,0.92,0.38,0.28,0.25,0.49,0.65,0.55,0.31
maidsafe-dht.csv,0.17,0.23,0.12,0.02,0.94,0.06,0.28,0.32,0.12,0.26,0.31,0.15,0.2,0.0
nuttx.csv,0.55,0.39,0.5,0.99,0.64,0.75,0.0,0.57,0.06,0.48,0.42,0.56,0.49,0.48
oorexx.csv,0.63,0.49,0.44,0.42,0.74,0.51,0.53,0.59,0.37,0.51,0.33,0.41,1.0,0.57
red5.csv,0.45,0.47,0.39,0.21,0.47,0.44,0.33,1.0,0.54,0.43,0.26,0.5,0.26,0.4
vdsf.csv,0.47,0.62,0.88,0.43,0.52,0.42,0.0,0.43,0.0,0.29,0.0,0.58,0.3,0.53
xbrlapi.csv,0.46,0.94,0.17,0.0,0.44,0.46,0.5,0.57,0.56,0.7,0.0,0.62,0.57,0.55
