,nutz.csv,jajuk.csv,ossim.csv,massiv.csv,v8.csv,ngl.csv,qmmp.csv,mesa3d.csv,rcp-company-uibindings.csv
jajuk.csv,1.0,0.78,0.81,0.75,0.69,0.63,0.62,0.78,0.98
massiv.csv,0.03,0.1,0.31,1.0,0.01,0.04,0.0,0.0,0.04
mesa3d.csv,0.59,0.07,0.88,0.5,0.44,0.67,0.71,0.52,0.24
ngl.csv,0.8,0.86,1.0,1.0,0.86,0.67,0.84,0.14,0.56
nutz.csv,0.72,0.68,1.0,0.75,0.62,0.76,0.73,0.83,0.29
ossim.csv,0.21,0.18,0.75,0.25,0.0,0.28,0.33,0.3,0.21
qmmp.csv,0.82,0.74,0.75,0.75,0.61,0.55,0.63,0.67,0.9
rcp-company-uibindings.csv,0.55,0.58,0.88,0.5,0.54,0.69,0.46,0.22,0.85
v8.csv,0.21,0.32,0.25,0.5,0.83,0.51,0.33,0.99,0.33
