,kmatplot.csv,firebird.csv,popeye-chess.csv,cities3d.csv,mscore.csv,openmalaria.csv,riff-evolve.csv
cities3d.csv,0.38,0.06,0.0,0.68,0.33,0.05,0.22
firebird.csv,0.86,0.55,0.97,0.86,0.48,0.55,0.81
kmatplot.csv,0.83,0.03,0.0,0.84,0.23,0.4,0.3
mscore.csv,0.93,0.73,0.71,0.73,0.69,0.86,0.79
openmalaria.csv,0.83,0.73,0.6,0.76,0.78,0.71,0.66
popeye-chess.csv,0.66,0.42,0.63,0.14,0.44,0.43,0.22
riff-evolve.csv,0.69,0.42,0.66,0.73,0.42,0.33,0.68
