,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.95,0.4,0.43,0.04,0.37,0.24,0.25,0.1,0.07
ingex.csv,0.19,0.5,0.55,0.34,0.44,0.51,0.98,0.55,0.51
megasquirtavr.csv,0.36,0.74,0.69,0.33,0.63,0.56,0.34,0.72,0.54
owlapi.csv,0.16,0.12,0.5,0.5,0.39,0.97,0.35,0.18,0.32
piccolo2d.csv,0.0,0.06,0.81,0.01,0.19,0.1,0.0,0.15,0.07
servicestack.csv,0.43,0.56,0.57,0.26,0.61,0.36,0.12,0.4,0.9
tolven.csv,0.07,0.29,0.27,0.18,0.98,0.37,0.46,0.43,0.5
twostep.csv,0.46,0.39,0.67,0.31,0.75,0.76,0.59,0.97,0.52
wxlua.csv,0.56,0.25,0.45,0.93,0.46,0.39,0.6,0.4,0.4
