,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.72,0.71,0.84,0.67,0.93,0.92,0.91,0.86,0.0
ingex.csv,0.84,0.72,0.61,0.78,0.59,0.6,0.52,0.55,0.56
megasquirtavr.csv,0.88,0.86,0.38,0.93,0.35,0.43,0.71,0.42,0.51
owlapi.csv,0.95,0.96,0.8,0.69,0.74,0.92,0.82,0.9,0.79
piccolo2d.csv,0.0,0.8,0.9,0.0,0.91,0.83,0.0,0.86,0.8
servicestack.csv,0.83,0.55,0.6,0.93,0.47,0.6,0.9,0.65,0.73
tolven.csv,0.75,0.69,0.89,0.92,0.58,0.79,0.6,0.73,0.75
twostep.csv,0.59,0.81,0.36,0.61,0.35,0.51,0.42,0.48,0.64
wxlua.csv,0.41,0.56,0.4,0.53,0.48,0.61,0.4,0.54,0.48
