,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.0,2.0,9.0,0.0,0.0,3.0,3.0,4.0,0.0
ingex.csv,5.0,0.0,18.0,0.0,6.0,15.0,0.0,6.0,2.0
megasquirtavr.csv,4.0,0.0,20.0,0.0,15.0,6.0,1.0,0.0,0.0
owlapi.csv,6.0,14.0,14.0,0.0,2.0,0.0,0.0,3.0,1.0
piccolo2d.csv,102.0,2.0,0.0,0.0,0.0,4.0,78.0,2.0,0.0
servicestack.csv,4.0,2.0,16.0,0.0,7.0,8.0,1.0,4.0,0.0
tolven.csv,1.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0
twostep.csv,4.0,10.0,9.0,1.0,0.0,12.0,1.0,0.0,2.0
wxlua.csv,3.0,17.0,33.0,0.0,15.0,45.0,0.0,0.0,0.0
