,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.97,0.41,0.31,0.07,0.46,0.27,0.3,0.12,0.11
ingex.csv,0.18,0.47,0.27,0.47,0.35,0.25,0.94,0.47,0.46
megasquirtavr.csv,0.32,0.82,0.31,0.44,0.49,0.3,0.32,0.61,0.37
owlapi.csv,0.15,0.09,0.32,0.65,0.38,0.98,0.39,0.22,0.24
piccolo2d.csv,0.0,0.08,0.87,0.02,0.25,0.13,0.0,0.18,0.09
servicestack.csv,0.4,0.38,0.33,0.39,0.51,0.21,0.15,0.42,0.94
tolven.csv,0.11,0.3,0.27,0.26,0.99,0.36,0.49,0.54,0.39
twostep.csv,0.4,0.3,0.29,0.43,0.57,0.4,0.5,0.98,0.52
wxlua.csv,0.42,0.27,0.25,0.98,0.36,0.18,0.5,0.38,0.39
