,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.4,0.53,0.5,0.37,0.44,0.34,0.64,0.44
etics.csv,0.26,0.37,0.07,0.11,0.33,0.17,0.2,0.45
genecys.csv,0.76,0.89,0.66,0.71,0.33,0.83,0.53,0.81
kftpgrabber.csv,0.02,0.16,0.03,0.11,0.0,0.11,0.24,0.27
kvs.csv,0.26,0.05,0.18,0.28,0.22,0.29,0.31,0.06
mcore3d.csv,0.02,0.44,0.75,0.2,0.67,0.06,0.44,0.27
ogrehg.csv,0.29,0.49,0.26,0.27,0.33,0.26,0.47,0.34
projecteqemu.csv,0.55,0.23,0.05,0.25,0.33,0.15,0.31,0.26
