,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,1.0,55.0,2.0,2.0,8.0
ingex.csv,10.0,34.0,0.0,1.0,0.0
jgnash.csv,0.0,1.0,1.0,9.0,3.0
openefm.csv,0.0,60.0,0.0,5.0,1.0
synecdoche.csv,3.0,26.0,1.0,16.0,0.0
