,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.45,0.49,0.59,0.73,0.26
ingex.csv,0.41,0.56,0.62,0.46,0.46
jgnash.csv,0.64,0.63,0.61,0.51,0.47
openefm.csv,0.71,0.39,0.51,0.45,0.45
synecdoche.csv,0.6,0.57,0.42,0.23,0.65
