,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.19,0.16,0.13,0.13,0.0,0.99
irrlicht.csv,0.0,0.63,0.0,0.0,0.0,0.0
qedo.csv,0.16,0.31,0.04,0.19,0.75,0.0
qse.csv,0.56,0.52,0.82,0.6,0.44,0.52
toped.csv,0.8,0.47,0.33,0.27,0.51,0.17
truevision.csv,0.67,0.58,0.67,0.72,0.27,0.63
