,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.27,0.22,0.21,0.19,0.0,0.77
irrlicht.csv,0.92,0.76,0.6,0.52,0.16,0.18
qedo.csv,0.23,0.39,0.04,0.17,0.4,0.0
qse.csv,0.88,0.72,0.82,0.5,0.11,0.18
toped.csv,0.87,0.73,0.62,0.24,0.14,0.19
truevision.csv,0.77,0.68,0.71,0.67,0.06,0.32
