,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.88,0.96,0.75,0.75,0.96,0.88
irrlicht.csv,0.32,0.51,0.43,0.38,0.46,0.32
qedo.csv,0.91,0.98,0.94,0.97,0.91,0.0
qse.csv,0.34,0.52,0.52,0.34,0.58,0.33
toped.csv,0.39,0.6,0.45,0.92,0.77,0.33
truevision.csv,0.38,0.52,0.52,0.49,0.52,0.64
