,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.73,0.94,0.73,0.46,0.93,0.87,1.0,1.0,0.92,1.0
flylegacy.csv,0.53,0.82,0.48,0.68,0.68,0.79,0.69,0.55,0.68,0.83
jguard.csv,0.75,0.71,0.69,0.64,0.7,0.54,0.67,0.7,0.87,0.62
m-a-d-n-e-s-s.csv,0.72,0.97,0.73,0.77,0.97,0.97,1.0,0.85,0.37,0.89
mob-sen-plat.csv,0.75,0.33,0.83,0.73,0.67,0.83,0.63,0.58,0.45,0.6
raygina.csv,0.44,1.0,0.67,0.7,0.89,0.77,0.77,0.82,0.56,0.69
st-filteredstatistics.csv,0.79,0.7,0.59,0.59,0.68,0.75,0.76,0.22,0.54,0.59
upp-mirror.csv,0.72,0.91,0.66,0.72,0.5,0.73,0.87,0.79,0.63,0.73
wishmaster.csv,0.78,0.84,0.74,0.67,0.59,0.77,0.41,0.93,0.53,0.74
yarp.csv,0.82,1.0,0.65,0.86,0.99,0.91,0.67,0.9,0.69,0.54
