,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.36,0.72,0.16,0.52,0.92,0.55,0.43,0.76
etics.csv,0.53,0.76,0.43,0.7,0.93,0.56,0.73,0.74
genecys.csv,0.16,0.65,0.19,0.4,0.96,0.41,0.37,0.66
kvs.csv,0.35,0.84,0.5,0.38,0.5,0.44,0.32,0.61
mcore3d.csv,0.6,0.77,0.23,0.58,0.89,0.57,0.55,0.79
miranda.csv,0.3,0.65,0.13,0.52,0.9,0.37,0.45,0.78
ogrehg.csv,0.38,0.75,0.17,0.61,0.95,0.57,0.7,0.7
passwordsafe.csv,0.25,0.7,0.14,0.5,0.94,0.52,0.65,0.69
