,qpe.csv,psycle.csv,acegisecurity.csv,mbse.csv,echongl.csv,xpontus.csv,ns-3-dev-def-routing.csv,v8.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,xamj.csv,wikipediardware.csv
acegisecurity.csv,0.76,0.69,0.5,0.78,0.74,0.82,0.63,0.39,0.69,0.51,0.63,0.53,0.68
echongl.csv,0.54,0.54,0.88,0.75,0.28,1.2,0.7,0.82,0.75,0.76,0.89,0.82,0.82
les-indemodables.csv,0.57,0.58,0.66,0.69,0.43,0.74,0.67,0.54,0.55,0.4,0.79,0.57,0.65
mbse.csv,0.57,0.66,0.7,0.45,0.96,0.59,0.68,0.81,0.56,0.65,0.61,0.56,0.75
ns-3-dev-def-routing.csv,0.54,0.59,0.72,0.99,0.43,0.38,0.49,0.79,0.91,0.7,0.76,0.64,0.75
psycle.csv,0.53,0.49,0.64,0.88,0.68,0.7,0.68,0.65,0.66,0.87,0.89,0.42,0.59
qpe.csv,0.41,0.73,0.67,0.62,0.68,1.01,0.65,0.66,0.74,0.85,0.73,0.55,0.67
simplewebservices.csv,0.91,0.93,0.89,1.0,0.81,0.8,0.94,0.77,0.98,0.98,0.5,0.62,1.0
v8.csv,0.66,0.89,0.76,0.86,1.0,1.14,0.81,0.23,0.61,0.96,0.85,0.93,0.86
wikipediardware.csv,0.54,0.52,0.86,0.96,0.95,0.99,0.83,0.5,0.57,0.85,0.97,0.82,0.3
wxstudio.csv,0.71,0.83,0.83,0.81,0.9,0.56,0.73,0.91,0.45,0.9,0.96,0.63,0.9
xamj.csv,0.71,0.72,0.8,0.98,0.52,0.62,0.89,0.73,0.67,0.75,0.72,0.4,0.66
