,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.26,0.31,0.39,0.4,0.3,0.36,0.36,0.29,0.33,0.32,0.3,0.34
bscwweasel.csv,0.26,0.38,0.13,0.31,0.27,0.35,0.22,0.22,0.3,0.17,0.29,0.37
capcode.csv,0.26,0.36,0.39,0.38,0.23,0.31,0.34,0.23,0.23,0.26,0.19,0.23
emite.csv,0.23,0.22,0.15,0.22,0.15,0.2,0.36,0.32,0.3,0.27,0.32,0.24
lamp.csv,0.25,0.38,0.39,0.14,0.26,0.24,0.18,0.16,0.2,0.15,0.32,0.34
mecat.csv,0.24,0.4,0.43,0.33,0.3,0.31,0.39,0.29,0.33,0.15,0.29,0.37
nodal.csv,0.26,0.19,0.14,0.15,0.3,0.16,0.32,0.21,0.16,0.2,0.19,0.24
pydev.csv,0.27,0.15,0.17,0.41,0.24,0.33,0.18,0.33,0.23,0.2,0.29,0.27
retromenu.csv,0.26,0.31,0.31,0.1,0.17,0.18,0.15,0.25,0.16,0.29,0.17,0.34
smbopensoft.csv,0.2,0.38,0.42,0.29,0.33,0.24,0.35,0.2,0.29,0.29,0.27,0.3
stuproa-cims.csv,0.27,0.4,0.14,0.14,0.18,0.13,0.34,0.15,0.22,0.21,0.16,0.31
thout.csv,0.24,0.26,0.11,0.34,0.24,0.27,0.26,0.3,0.31,0.23,0.25,0.27
