,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.97,0.86,0.79,0.88,0.91,1.0,0.82,0.86,0.98,0.94,0.92,0.93
bscwweasel.csv,0.99,0.87,0.87,0.85,0.86,0.83,0.97,0.75,0.91,0.59,0.67,0.97
capcode.csv,0.98,0.73,0.71,0.72,0.98,0.67,0.63,0.87,0.64,0.86,1.03,0.81
emite.csv,0.53,0.84,0.77,0.94,0.77,0.97,0.94,0.91,0.91,0.86,1.0,0.56
lamp.csv,0.97,0.93,0.93,0.72,0.73,0.74,0.72,0.73,0.61,0.82,0.97,0.94
mecat.csv,0.91,1.0,0.95,1.0,0.95,0.93,1.0,0.9,1.0,0.7,0.67,0.97
nodal.csv,0.98,0.55,0.58,0.63,0.75,0.53,0.94,0.82,0.45,0.58,0.57,0.84
pydev.csv,0.93,0.74,0.78,0.85,0.61,0.74,0.81,0.84,0.8,0.46,0.72,0.81
retromenu.csv,0.99,0.72,0.82,0.81,0.46,0.75,0.8,0.89,0.72,0.86,1.05,0.87
smbopensoft.csv,0.27,0.98,0.93,0.64,0.91,0.62,0.64,0.72,0.81,0.87,0.81,0.84
stuproa-cims.csv,0.99,1.0,0.56,0.5,0.47,0.77,0.95,0.6,0.79,0.58,0.37,0.97
thout.csv,0.66,0.74,0.62,0.75,0.69,0.81,0.63,0.86,0.88,0.57,0.73,0.72
