,nh3d.csv,jvcl.csv,opentibia.csv,jmri.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,magicwars.csv,bochs.csv,haphazard.csv,ipfire-wall.csv,m-a-d-n-e-s-s.csv,all-plasm.csv,galaxium.csv,smartgwt.csv,tweetsharp.csv,gisgraphy.csv
all-plasm.csv,0.69,0.42,0.35,0.52,0.17,0.58,0.34,0.52,0.6,0.27,0.36,0.28,0.79,0.27,0.28,0.63,0.62
blogentis.csv,0.59,0.42,0.28,0.51,0.0,0.46,0.74,0.41,0.23,0.61,0.4,0.29,0.37,0.6,0.61,0.38,0.51
bochs.csv,0.05,0.41,0.77,0.6,0.79,0.7,0.52,0.05,0.71,0.54,0.13,0.48,0.64,0.67,0.43,0.0,0.72
galaxium.csv,0.27,0.68,0.46,0.49,0.44,0.31,0.37,0.26,0.51,0.61,0.59,0.56,0.59,0.76,0.64,0.46,0.45
gisgraphy.csv,0.29,0.35,0.55,0.49,0.4,0.65,0.47,0.05,0.44,0.1,0.42,0.05,0.23,0.38,0.16,0.63,0.71
haphazard.csv,0.05,0.37,0.58,0.54,0.39,0.62,0.15,0.28,0.35,0.49,0.2,0.38,0.27,0.39,0.26,0.33,0.45
ipfire-wall.csv,0.67,0.29,0.43,0.39,0.26,0.11,0.59,0.2,0.49,0.4,0.76,0.65,0.51,0.27,0.61,0.49,0.36
jmri.csv,0.54,0.42,0.31,0.62,0.22,0.66,0.52,0.51,0.43,0.41,0.53,0.52,0.41,0.35,0.31,0.53,0.59
jvcl.csv,0.55,0.59,0.28,0.58,0.28,0.31,0.61,0.4,0.48,0.18,0.43,0.37,0.52,0.07,0.63,0.44,0.27
kaffeine.csv,0.27,0.05,0.72,0.62,0.82,0.68,0.68,0.62,0.57,0.5,0.21,0.49,0.25,0.73,0.77,0.26,0.37
m-a-d-n-e-s-s.csv,0.05,0.59,0.2,0.3,0.19,0.31,0.59,0.2,0.24,0.56,0.44,0.64,0.48,0.3,0.6,0.22,0.11
magicwars.csv,0.0,0.51,0.0,0.33,0.0,0.36,0.27,0.69,0.0,0.24,0.0,0.0,0.0,0.46,0.82,0.0,0.34
nh3d.csv,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opentibia.csv,0.7,0.14,0.79,0.44,0.32,0.7,0.46,0.51,0.42,0.42,0.37,0.23,0.41,0.49,0.36,0.7,0.63
sarasvati.csv,0.49,0.34,0.49,0.45,0.19,0.79,0.24,0.41,0.3,0.59,0.61,0.41,0.36,0.73,0.7,0.33,0.56
smartgwt.csv,0.29,0.71,0.51,0.48,0.64,0.47,0.56,0.55,0.47,0.55,0.71,0.71,0.5,0.59,0.76,0.7,0.45
tweetsharp.csv,0.29,0.29,0.57,0.55,0.36,0.52,0.31,0.13,0.57,0.34,0.4,0.46,0.55,0.45,0.22,0.71,0.63
