,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.62,0.28,0.42,0.98
jajuk.csv,0.98,0.36,0.38,0.73
vapor.csv,0.37,0.12,0.89,0.24
zorannt.csv,0.36,0.98,0.17,0.46
