,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.88,0.93,0.84,0.8,0.0,0.96,1.08,0.68
biodwh.csv,0.91,0.95,0.82,0.83,0.84,1.0,0.97,0.0
brlcad.csv,0.06,0.95,0.86,0.81,0.98,1.0,0.9,0.96
critterding.csv,0.81,0.67,0.0,0.67,0.7,0.73,0.87,0.62
jmri.csv,0.69,0.02,0.71,0.69,0.64,0.9,1.02,0.63
nabu-library.csv,0.89,0.74,0.89,0.68,0.88,0.81,0.0,0.7
popeye-chess.csv,0.67,0.7,0.76,0.11,0.57,0.74,0.68,0.42
yarp.csv,0.74,0.66,0.74,0.66,0.77,0.04,1.09,0.78
