,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.63,0.17,0.78,0.45,0.53,0.78,0.65
libtorrent.csv,0.78,0.47,0.68,0.55,0.83,0.28,0.66
mcmc-jags.csv,0.44,0.63,0.84,0.17,0.66,0.56,0.75
nebuladevice.csv,0.81,0.13,0.0,0.64,0.0,0.33,0.3
olap-navigator.csv,0.04,0.37,0.44,0.19,0.28,0.0,0.41
pidgin.csv,0.33,0.47,0.61,0.1,0.34,0.33,0.24
sepgsql.csv,0.04,0.4,0.33,0.1,0.25,0.0,0.06
