,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.63,0.52,0.7,0.66,0.71,0.92,0.61,0.75,0.54,0.91,0.69,0.02,0.6,0.61,0.7,0.52,0.71,0.84,0.51,1.0
arcallians.csv,0.62,0.56,0.65,0.32,0.12,0.74,0.93,0.62,0.64,0.83,0.4,0.69,0.57,0.55,0.69,0.54,0.58,0.53,0.62,0.65
arianne.csv,0.02,0.67,0.62,0.64,0.78,0.56,0.55,0.84,0.62,0.54,0.97,0.69,0.81,0.7,0.78,0.59,0.68,0.61,0.62,0.68
aztec.csv,0.74,0.96,0.86,0.95,0.88,0.08,1.02,0.89,0.77,0.74,0.86,0.69,0.73,0.92,1.0,0.51,0.74,0.83,0.76,0.85
biopax.csv,0.75,0.75,0.74,0.8,0.64,0.6,0.98,0.98,0.91,0.74,0.86,0.73,0.85,0.77,1.0,0.03,1.0,0.97,0.81,0.61
bl-toolkit.csv,0.63,0.62,0.0,0.6,0.88,0.78,0.91,0.97,0.61,0.71,0.77,0.86,0.61,0.68,0.86,0.68,0.77,0.69,0.61,0.39
clamav.csv,0.72,0.58,0.72,0.7,0.73,0.7,1.0,0.57,0.66,0.05,0.79,0.61,0.6,0.68,0.69,0.6,0.52,0.72,0.78,0.5
crux-framework.csv,0.99,1.0,0.9,1.0,1.0,1.0,0.75,0.92,0.98,1.0,0.8,0.94,0.97,1.0,0.87,1.0,0.0,0.98,1.0,1.0
gnupdate.csv,0.86,0.93,0.76,0.92,0.9,0.99,0.65,0.63,0.93,0.93,0.1,0.72,0.88,0.74,0.65,0.98,0.63,0.54,0.94,1.0
jmule.csv,0.57,0.75,0.6,0.4,0.55,0.84,0.94,0.59,0.74,0.62,0.51,0.62,0.57,0.61,1.0,0.34,0.62,0.62,0.41,0.04
mbse.csv,0.77,0.72,0.97,0.93,0.66,0.76,0.35,0.18,0.57,0.78,0.66,0.72,0.7,0.72,0.67,1.13,0.28,0.49,0.64,1.03
mplayer-ce.csv,0.93,0.94,1.0,0.99,1.01,0.96,0.88,0.96,0.94,0.95,1.0,0.91,0.91,0.92,0.04,1.02,0.9,0.6,0.99,1.0
ng4j.csv,0.81,0.73,0.69,0.41,0.63,0.92,0.75,0.56,0.58,0.61,0.33,0.71,0.63,0.55,0.7,0.62,0.56,0.59,0.1,0.26
ns-3-dev-def-routing.csv,0.74,0.63,0.76,0.65,0.59,0.64,0.82,0.92,0.81,0.67,0.52,0.69,0.72,0.05,0.64,0.66,0.75,0.68,0.53,0.88
openxava.csv,0.73,0.63,0.83,0.94,0.98,1.07,0.0,0.72,0.95,0.71,0.89,0.6,0.74,0.8,0.74,0.77,0.55,0.64,0.79,0.59
phonon-vlc-mplayer.csv,0.63,0.75,0.98,0.03,0.78,0.59,0.94,0.8,0.5,0.92,0.82,0.66,0.55,0.69,0.7,0.75,0.56,0.85,0.73,0.59
qgis.csv,0.66,0.0,0.77,0.42,0.6,0.64,0.99,0.68,0.54,0.77,0.6,0.75,0.7,0.57,0.67,0.57,0.61,0.5,0.59,0.88
vars-redux.csv,0.76,0.73,0.74,0.68,0.86,0.92,0.51,0.64,0.06,0.86,0.78,0.73,0.65,0.78,0.75,0.75,0.43,0.52,0.62,0.58
xamj.csv,0.94,0.88,1.0,0.95,0.97,0.95,0.39,0.99,0.84,0.92,1.02,0.94,0.85,0.92,0.73,1.0,0.65,0.06,0.97,1.01
yafdotnet.csv,0.65,0.86,0.63,0.53,0.9,0.92,0.41,0.99,0.65,0.97,0.87,0.72,0.02,0.61,0.86,0.69,0.6,0.49,0.63,0.64
