,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.58,0.53,0.7,0.53,0.76,0.88,0.4,0.42,0.42,0.86,0.5,0.47,0.48,0.49,0.38,0.65,0.47,0.48,0.87,0.0
arcallians.csv,0.67,0.5,0.51,0.68,0.57,0.94,0.49,0.56,0.48,0.83,0.63,0.62,0.55,0.51,0.46,0.62,0.41,0.52,0.73,0.71
arianne.csv,0.51,0.46,0.55,0.61,0.59,0.82,0.37,0.49,0.39,0.46,0.54,0.48,0.37,0.51,0.41,0.45,0.42,0.51,0.5,0.38
aztec.csv,0.56,0.94,0.89,0.97,0.89,0.96,0.91,0.94,0.53,0.6,0.73,0.58,0.61,0.95,0.0,0.71,0.57,0.98,0.79,0.89
biopax.csv,0.42,0.4,0.42,0.47,0.47,0.54,0.48,0.36,0.35,0.4,0.46,0.38,0.34,0.4,0.37,0.48,0.42,0.46,0.44,0.35
bl-toolkit.csv,0.55,0.67,0.48,0.98,0.48,0.89,0.5,0.36,0.47,0.36,0.39,0.35,0.53,0.67,0.34,0.74,0.64,0.55,0.6,0.56
clamav.csv,0.53,0.45,0.57,0.42,0.5,0.46,0.52,0.4,0.6,0.58,0.47,0.53,0.53,0.39,0.53,0.53,0.52,0.62,0.76,0.55
crux-framework.csv,0.0,0.5,0.8,0.0,0.0,0.0,0.92,0.9,0.0,0.0,0.8,0.93,0.67,0.0,0.98,0.0,0.67,0.75,0.0,0.0
gnupdate.csv,0.46,0.44,0.85,0.47,0.51,0.43,0.65,0.81,0.37,0.44,0.94,0.46,0.37,0.53,0.56,0.51,0.52,0.53,0.41,0.3
jmule.csv,0.52,0.44,0.48,0.7,0.59,0.97,0.49,0.94,0.36,0.77,0.64,0.53,0.53,0.43,0.37,0.58,0.39,0.44,0.58,0.48
mbse.csv,0.6,0.53,0.6,0.51,0.53,0.98,0.74,0.83,0.43,0.53,0.6,0.53,0.54,0.51,0.51,0.5,0.53,0.6,0.53,0.42
mplayer-ce.csv,0.39,0.42,0.43,0.48,0.51,0.44,0.56,0.38,0.39,0.42,0.48,0.4,0.38,0.41,0.59,0.45,0.45,0.59,0.41,0.31
ng4j.csv,0.91,0.48,0.74,0.85,0.52,0.95,0.4,0.8,0.41,0.55,0.59,0.65,0.65,0.5,0.48,0.62,0.53,0.5,0.83,0.5
ns-3-dev-def-routing.csv,0.96,0.68,0.7,0.98,0.59,0.89,0.92,0.39,0.95,0.58,0.7,0.69,0.66,0.63,0.58,0.96,0.62,0.8,0.85,0.75
openxava.csv,0.69,0.57,0.82,0.68,0.91,0.44,0.94,0.4,0.92,0.52,0.53,0.53,0.97,0.63,0.44,0.84,0.57,0.65,0.57,0.37
phonon-vlc-mplayer.csv,0.69,0.48,0.46,0.91,0.53,0.98,0.51,0.96,0.46,0.47,0.49,0.61,0.61,0.54,0.66,0.57,0.51,0.56,0.51,0.5
qgis.csv,0.69,0.55,0.75,0.63,0.43,0.98,0.53,0.68,0.44,0.83,0.92,0.68,0.7,0.51,0.56,0.61,0.41,0.53,0.86,0.83
vars-redux.csv,0.93,0.93,0.57,0.97,0.86,0.89,0.35,0.71,0.53,0.86,0.57,0.65,0.66,0.86,0.44,0.83,0.58,0.49,0.75,0.73
xamj.csv,0.39,0.45,0.43,0.5,0.49,0.45,0.67,0.37,0.41,0.41,0.48,0.41,0.42,0.44,0.45,0.46,0.42,0.66,0.41,0.33
yafdotnet.csv,0.57,0.44,0.46,0.57,0.52,0.47,0.6,0.36,0.48,0.41,0.58,0.61,0.53,0.48,0.4,0.56,0.51,0.58,0.54,0.34
