,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.48,0.57,0.36,0.64,0.35,0.1,0.6,0.57,0.72,0.12,0.58,0.98,0.61,0.62,0.61,0.54,0.58,0.48,0.55,0.0
arcallians.csv,0.48,0.61,0.63,0.79,0.91,0.33,0.27,0.51,0.56,0.23,0.68,0.4,0.56,0.62,0.6,0.55,0.78,0.67,0.49,0.43
arianne.csv,0.98,0.63,0.63,0.68,0.51,0.53,0.71,0.48,0.64,0.63,0.35,0.54,0.52,0.61,0.55,0.54,0.59,0.6,0.63,0.64
aztec.csv,0.52,0.06,0.17,0.09,0.26,0.93,0.14,0.13,0.51,0.38,0.36,0.45,0.47,0.11,0.0,0.61,0.56,0.21,0.34,0.2
biopax.csv,0.59,0.59,0.6,0.54,0.65,0.58,0.09,0.09,0.33,0.6,0.44,0.61,0.46,0.58,0.0,0.98,0.0,0.13,0.52,0.69
bl-toolkit.csv,0.5,0.47,1.0,0.47,0.4,0.33,0.36,0.13,0.61,0.63,0.53,0.44,0.58,0.51,0.44,0.37,0.36,0.6,0.56,0.66
clamav.csv,0.43,0.57,0.36,0.47,0.4,0.48,0.29,0.63,0.46,0.96,0.34,0.51,0.52,0.54,0.47,0.51,0.65,0.42,0.29,0.6
crux-framework.csv,0.01,0.0,0.12,0.0,0.0,0.0,0.29,0.1,0.02,0.0,0.24,0.07,0.04,0.0,0.17,0.0,1.0,0.02,0.0,0.0
gnupdate.csv,0.47,0.31,0.28,0.36,0.35,0.05,0.43,0.45,0.27,0.29,0.92,0.6,0.39,0.56,0.5,0.3,0.62,0.61,0.29,0.0
jmule.csv,0.58,0.58,0.62,0.74,0.55,0.2,0.29,0.47,0.61,0.45,0.78,0.53,0.58,0.65,0.0,0.71,0.75,0.69,0.67,0.97
mbse.csv,0.46,0.55,0.36,0.4,0.55,0.29,0.72,0.85,0.66,0.53,0.61,0.55,0.52,0.54,0.44,0.0,0.93,0.59,0.55,0.28
mplayer-ce.csv,0.27,0.27,0.0,0.13,0.0,0.17,0.42,0.2,0.26,0.24,0.13,0.32,0.36,0.32,0.97,0.0,0.36,0.56,0.09,0.0
ng4j.csv,0.26,0.55,0.37,0.65,0.65,0.1,0.45,0.51,0.62,0.61,0.78,0.38,0.46,0.62,0.59,0.52,0.64,0.6,0.92,0.78
ns-3-dev-def-routing.csv,0.31,0.44,0.39,0.43,0.58,0.43,0.34,0.32,0.24,0.51,0.64,0.41,0.44,0.96,0.58,0.39,0.37,0.39,0.54,0.15
openxava.csv,0.36,0.46,0.26,0.14,0.06,0.14,1.0,0.59,0.07,0.47,0.23,0.54,0.3,0.28,0.5,0.28,0.65,0.44,0.34,0.63
phonon-vlc-mplayer.csv,0.46,0.57,0.2,0.98,0.54,0.47,0.33,0.24,0.64,0.35,0.52,0.45,0.52,0.51,0.4,0.51,0.64,0.47,0.52,0.58
qgis.csv,0.41,1.0,0.36,0.68,0.53,0.43,0.26,0.39,0.65,0.29,0.45,0.31,0.4,0.55,0.44,0.57,0.76,0.75,0.49,0.15
vars-redux.csv,0.29,0.31,0.41,0.37,0.17,0.1,0.77,0.48,0.95,0.18,0.42,0.37,0.43,0.27,0.46,0.29,0.68,0.59,0.45,0.47
xamj.csv,0.27,0.42,0.0,0.28,0.2,0.21,0.7,0.05,0.48,0.3,0.09,0.24,0.48,0.35,0.51,0.19,0.73,0.95,0.13,0.0
yafdotnet.csv,0.48,0.46,0.62,0.62,0.35,0.38,0.7,0.05,0.57,0.13,0.46,0.54,0.98,0.64,0.44,0.55,0.63,0.61,0.55,0.67
