,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,mplayer-ce.csv,biopax.csv,crux-framework.csv,xamj.csv,ng4j.csv,jmule.csv
alsa.csv,0.3,0.24,0.18,0.62,0.1,0.02,0.48,0.72,0.51,0.14,0.59,0.01,0.48,0.51,0.66,0.0,0.62,0.83,0.08,0.0
arcallians.csv,0.26,0.41,0.59,0.26,0.02,0.22,0.93,0.36,0.48,0.22,0.2,0.25,0.34,0.42,0.6,0.25,0.58,0.43,0.29,0.17
arianne.csv,0.01,0.62,0.55,0.62,0.65,0.26,0.52,0.76,0.55,0.42,0.86,0.54,0.78,0.65,0.75,0.35,0.6,0.48,0.54,0.66
aztec.csv,0.59,0.14,0.09,0.18,0.42,0.0,0.52,0.05,0.66,0.36,0.56,0.38,0.49,0.11,0.0,0.3,0.66,0.13,0.31,0.17
biopax.csv,0.74,0.74,0.73,0.78,0.6,0.43,0.98,0.98,0.91,0.72,0.86,0.71,0.85,0.76,1.0,0.0,1.0,0.97,0.8,0.59
bl-toolkit.csv,0.34,0.25,0.0,0.14,0.88,0.33,0.89,0.97,0.51,0.69,0.69,0.85,0.45,0.46,0.85,0.0,0.38,0.63,0.41,0.1
clamav.csv,0.39,0.38,0.23,0.43,0.35,0.44,0.9,0.45,0.33,0.0,0.37,0.32,0.33,0.52,0.42,0.3,0.4,0.38,0.2,0.28
crux-framework.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.03,0.0,0.0,0.01,0.04,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.0
gnupdate.csv,0.8,0.91,0.05,0.88,0.9,0.99,0.19,0.19,0.93,0.92,0.0,0.69,0.88,0.66,0.38,0.9,0.53,0.37,0.92,1.0
jmule.csv,0.37,0.73,0.5,0.31,0.28,0.11,0.92,0.11,0.73,0.14,0.5,0.38,0.35,0.54,1.0,0.1,0.62,0.59,0.22,0.0
mbse.csv,0.55,0.61,0.82,0.81,0.5,0.15,0.15,0.01,0.51,0.69,0.59,0.61,0.5,0.59,0.3,1.0,0.28,0.19,0.46,0.9
mplayer-ce.csv,0.93,0.93,1.0,0.97,1.0,0.96,0.85,0.95,0.93,0.94,0.97,0.91,0.89,0.91,0.01,1.0,0.9,0.39,0.98,1.0
ng4j.csv,0.21,0.62,0.14,0.13,0.57,0.06,0.49,0.15,0.46,0.5,0.27,0.27,0.26,0.39,0.62,0.35,0.45,0.44,0.0,0.07
ns-3-dev-def-routing.csv,0.17,0.22,0.41,0.19,0.4,0.16,0.45,0.91,0.16,0.44,0.38,0.29,0.41,0.01,0.5,0.05,0.35,0.22,0.17,0.03
openxava.csv,0.28,0.24,0.27,0.31,0.22,0.62,0.0,0.67,0.15,0.44,0.4,0.36,0.09,0.27,0.56,0.1,0.43,0.19,0.37,0.48
phonon-vlc-mplayer.csv,0.25,0.7,0.95,0.0,0.72,0.11,0.9,0.08,0.34,0.89,0.8,0.29,0.18,0.49,0.29,0.6,0.45,0.8,0.58,0.41
qgis.csv,0.21,0.0,0.36,0.26,0.32,0.16,0.92,0.2,0.43,0.19,0.05,0.15,0.28,0.32,0.3,0.35,0.61,0.48,0.2,0.1
vars-redux.csv,0.15,0.07,0.41,0.07,0.02,0.02,0.49,0.33,0.01,0.11,0.5,0.29,0.23,0.14,0.52,0.0,0.27,0.29,0.14,0.03
xamj.csv,0.93,0.86,1.0,0.92,0.95,0.95,0.23,0.99,0.81,0.92,0.98,0.94,0.8,0.89,0.57,0.95,0.65,0.0,0.97,1.0
yafdotnet.csv,0.34,0.8,0.55,0.35,0.9,0.87,0.27,0.99,0.51,0.97,0.81,0.59,0.01,0.53,0.86,0.55,0.5,0.24,0.44,0.62
