,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.43,0.61,0.42,0.49,0.53,0.49,0.52,0.42,0.5,0.48,0.5,0.35,0.46,0.69,0.46,0.58,0.4,0.5,0.39,0.57
decidr.csv,0.46,0.77,0.43,0.43,0.5,0.56,0.58,0.97,0.45,0.52,0.46,0.36,0.97,0.5,0.6,0.53,0.45,0.35,0.57,0.55
elmo.csv,0.89,0.8,0.0,0.0,0.0,0.0,0.67,0.0,0.95,0.67,0.96,0.0,0.5,0.0,0.0,0.88,0.0,0.5,0.0,0.92
gpac.csv,0.65,0.83,0.58,0.64,0.62,0.57,0.69,0.67,0.7,0.77,0.52,0.49,0.63,0.5,0.61,0.69,0.59,0.67,0.79,0.8
img-browse-sort.csv,0.8,0.67,0.95,0.66,0.91,0.86,0.67,0.8,0.97,0.9,0.55,0.94,0.9,0.65,0.89,0.97,0.92,0.77,0.6,0.96
jajuk.csv,0.48,0.43,0.5,0.45,0.62,0.79,0.47,0.56,0.57,0.52,0.44,0.35,0.56,0.59,0.54,0.61,0.51,0.36,0.42,0.73
ktc.csv,0.48,0.5,0.48,0.77,0.66,0.63,0.9,0.95,0.63,0.61,0.89,0.94,0.79,0.74,0.62,0.63,0.45,0.59,0.46,0.88
nativeclient.csv,0.39,0.53,0.4,0.4,0.45,0.4,0.48,0.36,0.48,0.5,0.4,0.51,0.42,0.56,0.45,0.49,0.45,0.34,0.38,0.56
neoengine.csv,0.46,0.49,0.57,0.53,0.64,0.49,0.43,0.42,0.54,0.51,0.58,0.38,0.46,0.7,0.59,0.54,0.56,0.48,0.49,0.68
nicepress.csv,0.55,0.62,0.72,0.94,0.68,0.63,0.83,0.62,0.54,0.6,0.94,0.49,0.66,0.83,0.71,0.9,0.86,0.83,0.47,0.95
omseek.csv,0.55,0.83,0.83,0.62,0.9,0.62,0.56,0.5,0.97,0.59,0.61,0.92,0.0,0.48,0.96,0.97,0.0,0.82,0.43,0.95
rosegarden.csv,0.56,0.62,0.54,0.63,0.56,0.6,0.58,0.51,0.66,0.63,0.61,0.71,0.58,0.5,0.62,0.64,0.54,0.69,0.48,0.71
sigil.csv,0.48,0.52,0.48,0.52,0.46,0.45,0.47,0.49,0.68,0.43,0.53,0.55,0.62,0.64,0.44,0.48,0.48,0.62,0.8,0.68
smarttag.csv,0.93,0.5,0.84,0.97,0.95,0.79,0.75,0.43,0.73,0.79,0.82,0.38,0.46,0.77,0.94,0.8,0.92,0.8,0.57,0.94
sylpheed-claws.csv,0.51,0.52,0.44,0.51,0.57,0.51,0.44,0.37,0.57,0.55,0.43,0.44,0.5,0.47,0.54,0.63,0.8,0.69,0.36,0.59
tango-cs.csv,0.65,0.0,0.67,0.86,0.66,0.7,0.83,0.5,0.78,0.55,0.81,0.88,0.98,0.64,0.47,0.78,0.83,0.5,0.61,0.55
vapor.csv,0.67,0.0,0.76,0.98,0.52,0.8,0.8,0.94,0.56,0.63,0.82,0.83,0.8,0.6,0.7,0.57,0.53,0.89,0.57,0.86
xemeiah.csv,0.5,0.41,0.45,0.42,0.61,0.59,0.6,0.37,0.6,0.62,0.62,0.49,0.48,0.67,0.59,0.64,0.52,0.7,0.34,0.56
zorannt.csv,0.72,0.59,0.62,0.59,0.9,0.57,0.56,0.39,0.84,0.64,0.65,0.33,0.53,0.47,0.68,0.62,0.66,0.6,0.39,0.66
zscreen.csv,0.41,0.77,0.51,0.38,0.56,0.4,0.49,0.36,0.46,0.49,0.37,0.39,0.45,0.41,0.5,0.49,0.52,0.29,0.38,0.79
