,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,tango-cs.csv,nativeclient.csv
bacula.csv,0.61,0.45,0.44,0.53,0.67,0.63,0.73,0.01,0.72,0.56,0.65,0.75,0.75,0.83,0.65,0.54,0.46,0.79,0.68,0.61
decidr.csv,0.55,0.73,0.53,0.47,0.7,0.49,0.54,0.83,0.73,0.68,0.02,0.79,0.84,0.57,0.55,0.66,0.54,0.62,0.72,0.7
elmo.csv,0.99,0.0,1.0,1.0,1.0,1.0,0.96,1.0,0.98,1.0,0.96,0.98,0.98,1.0,0.99,0.97,1.0,1.0,1.0,0.97
gpac.csv,0.7,0.82,0.63,0.71,0.61,0.53,0.45,0.81,0.61,0.81,0.65,0.02,0.66,0.68,0.53,0.67,0.61,0.67,0.74,0.73
img-browse-sort.csv,0.7,0.83,0.87,0.63,0.74,0.88,0.53,0.95,0.81,0.74,0.6,0.83,0.94,0.58,0.78,0.77,0.88,0.0,0.64,0.88
jajuk.csv,0.52,0.63,0.56,0.04,0.54,0.78,0.64,0.73,0.52,0.53,0.5,0.71,0.61,0.7,0.56,0.5,0.55,0.59,0.65,0.65
ktc.csv,0.01,1.0,0.51,0.68,0.5,0.69,0.86,0.83,0.44,0.67,0.78,0.82,0.72,0.74,0.54,0.58,0.48,0.77,0.57,0.82
nativeclient.csv,0.61,0.84,0.7,0.54,0.61,0.6,0.58,0.6,0.58,0.68,0.65,0.7,0.58,0.36,0.77,0.65,0.49,0.8,0.81,0.04
neoengine.csv,0.53,0.93,0.02,0.59,0.6,0.83,0.9,0.84,0.66,0.77,0.62,0.84,0.91,0.88,0.6,0.71,0.68,0.62,0.56,0.62
nicepress.csv,0.52,0.66,0.7,0.81,0.71,0.82,0.89,0.76,0.46,0.03,0.81,0.56,0.79,0.86,0.71,0.71,0.89,1.01,0.58,0.9
omseek.csv,0.54,1.0,0.96,0.83,0.91,0.68,0.81,0.98,0.85,0.73,0.81,0.88,1.0,0.87,0.79,0.06,0.98,0.93,0.82,0.92
rosegarden.csv,0.47,0.85,0.56,0.58,0.35,0.68,0.57,0.71,0.05,0.58,0.62,0.68,0.65,0.72,0.47,0.64,0.49,0.57,0.62,0.81
sigil.csv,0.45,0.74,0.44,0.52,0.52,0.52,0.49,0.62,0.57,0.4,0.61,0.58,0.61,0.74,0.65,0.51,0.0,0.49,0.88,0.64
smarttag.csv,0.77,1.0,0.72,0.81,0.66,0.82,0.81,0.96,0.64,0.76,0.73,0.89,0.95,0.07,0.87,0.7,0.85,1.01,0.81,0.93
sylpheed-claws.csv,0.58,0.66,0.59,0.48,0.56,0.61,0.56,0.64,0.55,0.67,0.66,0.55,0.04,0.68,0.57,0.58,0.77,0.92,0.64,0.72
tango-cs.csv,0.57,1.0,0.7,0.71,0.68,0.66,0.84,0.98,0.66,0.68,0.7,0.93,0.87,0.78,0.55,0.6,0.92,0.92,0.05,0.74
vapor.csv,0.57,1.0,0.71,0.82,0.78,0.0,0.72,0.86,0.63,0.65,0.7,0.95,0.97,0.75,0.76,0.51,0.48,0.79,0.58,0.76
xemeiah.csv,0.43,0.64,0.56,0.41,0.42,0.62,0.78,0.6,0.55,0.66,0.68,0.73,0.63,0.69,0.01,0.57,0.67,0.71,0.67,0.8
zorannt.csv,0.72,0.8,0.77,0.75,0.09,0.83,0.69,0.94,0.71,0.71,0.69,1.0,0.93,0.59,0.7,0.77,0.55,0.59,0.77,0.7
zscreen.csv,0.57,0.86,0.53,0.81,0.91,0.82,0.02,0.8,0.7,0.6,0.88,0.76,0.78,0.85,0.67,0.62,0.6,0.95,0.87,0.64
