,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.27,0.07,0.11,0.09,0.0,0.19,0.32,0.4,0.29,0.46,0.26,0.2,0.25,0.25,0.5,0.1
amygdala.csv,0.4,0.0,0.36,0.08,0.11,0.19,0.24,0.72,0.34,0.88,0.34,0.4,0.23,0.33,0.42,0.7
awemud.csv,0.4,0.47,0.34,0.65,0.78,0.1,0.51,0.42,0.27,0.0,0.68,0.37,0.36,0.59,0.54,0.15
bullet.csv,0.63,0.62,0.84,0.12,0.22,0.29,0.41,0.38,0.1,0.27,0.53,0.69,0.43,0.47,0.38,0.7
customwars.csv,0.3,0.11,0.34,0.01,0.11,0.33,0.15,0.38,0.2,0.0,0.33,0.17,0.16,0.31,0.73,0.15
dvd-create.csv,0.4,0.71,0.48,0.94,0.17,0.33,0.85,0.54,0.61,0.0,0.84,0.4,0.84,0.57,0.5,0.85
gbif-indexingtoolkit.csv,0.77,0.64,0.77,0.99,0.83,0.62,0.73,0.28,0.79,0.0,0.76,0.74,0.68,0.33,0.27,1.0
go.csv,0.77,0.24,0.46,0.55,0.22,0.38,0.39,0.8,0.43,0.0,0.94,0.71,0.35,0.53,0.65,0.45
gss.csv,0.6,0.42,0.5,0.02,0.28,0.57,0.3,0.74,0.35,0.0,0.84,0.46,0.39,0.76,0.92,0.1
kwave.csv,0.43,0.96,0.23,0.92,1.0,0.48,0.56,0.76,0.55,0.0,0.81,0.63,0.84,0.69,0.73,0.2
lsb.csv,0.4,0.58,0.8,0.24,0.83,0.43,0.14,0.1,0.31,0.07,0.85,0.8,0.08,0.31,0.38,0.9
mpgravity.csv,0.87,0.31,0.71,0.9,0.78,0.81,0.97,0.94,0.0,0.2,1.0,0.94,0.0,0.76,0.85,1.0
qcad2.csv,0.33,0.11,0.12,0.52,0.06,0.33,0.31,0.52,0.27,0.37,0.57,0.29,0.21,0.61,0.65,0.75
qtwin.csv,0.07,0.0,0.02,0.0,0.0,0.14,0.03,0.44,0.09,0.12,0.34,0.03,0.1,0.2,0.27,0.05
roller.csv,0.67,0.76,0.98,0.99,1.0,0.95,0.85,0.66,0.87,0.56,0.67,0.89,0.93,0.2,0.73,0.95
xinity.csv,0.6,1.0,0.21,1.0,0.94,0.62,0.76,0.4,0.74,0.98,0.53,0.49,0.96,0.33,0.46,0.95
