,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.83,0.05,0.75,0.53,0.59,0.92,0.92,0.74,0.68,0.79,0.81,0.9,0.7,0.68
biopax.csv,0.96,0.73,0.97,0.88,0.9,0.76,1.0,0.83,0.84,0.95,0.72,0.86,0.98,0.03
gnupdate.csv,0.7,0.67,0.64,0.6,0.53,0.82,0.0,0.91,0.89,1.0,0.82,0.56,0.81,0.8
les-indemodables.csv,0.62,0.82,0.63,0.68,0.52,0.82,0.68,0.8,0.74,0.42,0.55,0.0,0.58,0.8
openxava.csv,0.81,0.79,0.0,0.9,0.74,0.92,0.9,0.74,0.92,1.0,0.79,0.95,0.96,0.96
ppcboot.csv,0.49,0.54,0.73,0.68,0.53,0.04,0.76,0.94,0.58,0.67,0.88,0.75,0.87,0.56
repositorium.csv,0.86,0.81,0.7,0.63,0.88,0.87,1.02,0.0,0.96,1.03,0.67,0.82,0.78,0.7
rsyslog.csv,0.0,0.59,0.53,0.64,0.67,0.69,0.62,0.58,0.82,0.81,0.61,0.6,0.93,0.68
simplewebservices.csv,0.62,0.69,0.6,0.55,0.71,0.85,0.6,1.01,0.92,0.68,0.8,0.82,0.04,0.85
ultimairis.csv,0.89,0.57,0.68,0.64,0.7,0.77,0.59,0.83,0.04,1.1,0.78,0.51,0.61,0.42
vars-redux.csv,0.97,0.76,0.56,0.06,0.59,0.81,0.7,0.91,0.77,0.48,0.98,0.58,0.78,0.82
wow-qrsk.csv,0.86,0.76,0.77,0.72,0.06,0.87,0.66,1.0,0.73,0.72,0.73,0.71,0.78,0.86
wxstudio.csv,0.77,0.83,0.52,0.62,0.65,0.89,0.91,0.59,0.66,0.53,0.02,0.64,0.69,0.83
xqilla.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
