,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.57,0.97,0.11,0.56,0.24,0.54,0.19,0.23,0.4,0.02,0.36,0.36,0.45,0.92
biopax.csv,0.52,0.33,0.11,0.45,0.2,0.55,0.19,0.1,0.34,0.03,0.47,0.4,0.42,1.0
gnupdate.csv,0.73,0.34,0.23,0.51,0.42,0.77,1.0,0.25,0.62,0.0,0.5,0.51,0.57,1.0
les-indemodables.csv,0.83,0.32,0.13,0.59,0.36,0.47,0.21,0.09,0.42,0.06,0.59,1.0,0.51,1.0
openxava.csv,1.0,0.27,1.0,0.62,0.51,0.77,0.5,0.2,0.36,0.0,0.57,1.0,0.26,1.0
ppcboot.csv,0.78,0.38,0.12,0.45,0.29,0.97,0.19,0.05,0.54,0.04,0.29,0.35,0.39,0.89
repositorium.csv,0.5,0.22,0.12,0.59,0.11,0.39,0.0,1.0,1.0,0.0,0.59,0.54,0.55,0.78
rsyslog.csv,1.0,0.35,0.27,0.47,0.22,0.56,0.26,0.15,0.28,0.02,0.51,0.5,0.4,0.81
simplewebservices.csv,0.91,0.31,0.14,0.52,0.2,0.43,0.26,0.0,0.25,0.05,0.41,0.28,1.0,0.85
ultimairis.csv,0.51,0.36,0.12,0.47,0.2,0.53,0.25,0.17,0.98,0.0,0.38,0.59,0.5,0.9
vars-redux.csv,0.3,0.4,0.15,0.98,0.3,0.48,0.21,0.11,0.61,0.05,0.2,0.46,0.67,0.93
wow-qrsk.csv,0.5,0.25,0.09,0.42,0.99,0.54,0.21,0.0,0.42,0.03,0.55,0.44,0.36,0.91
wxstudio.csv,0.54,0.23,0.17,0.49,0.23,0.38,0.13,0.15,0.39,0.04,0.97,0.56,0.53,0.81
xqilla.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
