,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.54,0.38,0.0,0.35,0.62,0.83,0.0,0.0,0.57,0.33,0.07,0.57,0.0,0.2,0.17,0.0
fontforge.csv,0.29,0.56,0.0,0.0,0.09,0.67,0.24,0.73,0.43,0.0,0.63,0.36,0.63,0.5,0.0,0.05,0.48
glas.csv,0.64,0.64,0.69,0.36,0.47,0.57,0.54,0.43,0.51,0.48,0.57,0.51,0.53,0.65,0.72,0.0,0.58
gmerlin.csv,0.0,0.37,0.55,0.36,0.0,0.6,0.09,0.0,0.65,0.0,0.48,0.66,0.27,0.59,0.0,0.0,0.68
hannosset.csv,0.64,0.22,0.39,0.05,0.57,0.34,0.0,0.55,0.56,0.24,0.25,0.26,0.19,0.17,0.82,0.17,0.28
hatari.csv,0.56,0.7,0.69,0.56,0.5,0.57,0.43,0.13,0.17,0.56,0.55,0.3,0.51,0.54,0.62,0.3,0.45
jaolt.csv,0.66,0.59,0.56,0.48,0.17,0.57,0.85,0.47,0.68,0.0,0.67,0.47,0.64,0.6,0.37,0.38,0.62
jcl.csv,0.7,0.65,0.62,0.19,0.73,0.59,0.69,0.53,0.56,0.44,0.61,0.32,0.54,0.1,0.55,0.78,0.47
ltp.csv,0.31,0.54,0.42,0.64,0.73,0.56,0.0,0.48,0.48,0.57,0.64,0.68,0.5,0.47,0.33,0.59,0.38
mia.csv,0.52,0.19,0.53,0.5,0.07,0.28,0.88,0.71,0.42,0.09,0.43,0.64,0.19,0.06,0.0,0.25,0.54
net-snmp.csv,0.72,0.71,0.61,0.51,0.2,0.38,0.75,0.53,0.59,0.57,0.65,0.52,0.13,0.42,0.5,0.49,0.37
opde.csv,0.0,0.48,0.0,0.62,0.5,0.55,0.89,0.35,0.62,0.0,0.59,0.27,0.6,0.47,0.41,0.47,0.37
oppna-program-hsatools.csv,0.61,0.68,0.71,0.0,0.64,0.55,0.41,0.13,0.39,0.21,0.85,0.05,0.62,0.28,0.54,0.6,0.6
powerfolder-.csv,0.44,0.68,0.28,0.46,0.05,0.2,0.94,0.1,0.67,0.16,0.55,0.57,0.46,0.13,0.2,0.59,0.34
qlc.csv,0.0,0.76,0.0,0.61,0.63,0.51,0.95,0.0,0.69,0.63,0.35,0.52,0.38,0.13,0.2,0.6,0.0
tcl.csv,0.17,0.17,0.0,0.0,0.35,0.13,0.17,0.0,0.3,0.68,0.49,0.0,0.0,0.0,0.0,0.0,0.37
