,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.0,0.45,0.74,0.0,0.32,0.46,0.56,0.0,0.0,0.33,0.73,0.86,0.44,0.0,0.91,0.83,0.0
fontforge.csv,0.4,0.33,0.41,0.38,0.34,0.37,0.36,0.48,0.41,0.37,0.46,0.42,0.41,0.5,0.37,0.37,0.42
glas.csv,0.44,0.38,0.53,0.6,0.41,0.44,0.37,0.29,0.42,0.47,0.42,0.41,0.41,0.51,0.49,0.37,0.37
gmerlin.csv,0.0,0.3,0.42,0.34,0.0,0.33,0.35,0.0,0.37,0.0,0.36,0.36,0.34,0.42,0.37,0.0,0.42
hannosset.csv,0.53,0.95,0.86,0.75,0.44,0.8,0.9,0.54,0.63,0.95,0.96,0.97,0.94,0.92,0.81,0.7,0.42
hatari.csv,0.44,0.43,0.61,0.42,0.4,0.47,0.41,0.27,0.42,0.33,0.49,0.43,0.54,0.56,0.64,0.4,0.73
jaolt.csv,0.39,0.37,0.57,0.37,0.99,0.53,0.52,0.38,0.42,0.67,0.45,0.43,0.45,0.5,0.52,0.7,0.35
jcl.csv,0.49,0.37,0.45,0.89,0.41,0.44,0.43,0.48,0.48,0.65,0.39,0.86,0.41,0.83,0.43,0.55,0.54
ltp.csv,0.96,0.37,0.46,0.49,0.49,0.43,0.41,0.6,0.6,0.63,0.57,0.76,0.51,0.62,0.41,0.57,0.96
mia.csv,0.5,0.8,0.47,0.41,0.98,0.79,0.64,0.32,0.54,0.35,0.5,0.82,0.92,0.8,0.83,0.64,0.59
net-snmp.csv,0.4,0.49,0.43,0.35,0.9,0.75,0.41,0.3,0.38,0.36,0.53,0.38,0.37,0.46,0.36,0.38,0.56
opde.csv,0.4,0.5,0.42,0.54,0.35,0.44,0.67,0.32,0.48,0.0,0.47,0.41,0.44,0.7,0.39,0.47,0.5
oppna-program-hsatools.csv,0.36,0.43,0.39,0.37,0.35,0.47,0.4,0.27,0.42,0.34,0.44,0.41,0.4,0.65,0.88,0.35,0.4
powerfolder-.csv,0.39,0.53,0.64,0.35,0.95,0.91,0.62,0.75,0.42,0.89,0.59,0.35,0.53,0.86,0.83,0.41,0.46
qlc.csv,0.0,0.33,0.0,0.4,0.37,0.51,0.67,0.0,0.43,0.29,0.64,0.39,0.59,0.89,0.89,0.5,0.0
tcl.csv,0.41,0.32,0.42,0.37,0.36,0.37,0.37,0.0,0.44,0.49,0.43,0.4,0.35,0.47,0.37,0.0,0.56
