,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.86,0.54,0.74,0.79,0.98,0.05,1.14,0.86,0.67,0.93
fontforge.csv,0.83,0.66,0.71,0.63,0.97,0.68,0.17,0.04,0.65,0.84
hatari.csv,0.84,0.64,0.03,0.8,0.61,0.69,1.14,0.76,0.79,0.57
jcl.csv,0.74,1.0,0.84,0.81,0.99,0.82,1.01,0.77,0.07,0.95
ltp.csv,0.8,0.77,0.8,0.84,0.02,0.96,1.01,0.96,1.0,1.0
net-snmp.csv,0.02,0.56,0.75,0.69,0.79,0.63,1.05,0.71,0.69,0.76
opde.csv,0.69,0.74,0.81,0.04,0.81,0.78,1.15,0.74,0.9,0.74
powerfolder-.csv,1.0,0.03,1.0,0.96,0.97,0.86,1.0,1.0,0.69,0.96
quantlib.csv,0.77,0.75,0.9,0.74,0.63,0.85,0.13,0.96,0.82,0.08
