,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.65,0.53,0.61,0.38,0.62,0.51,0.61,0.56,0.48,0.42,0.6,0.63
codesmith.csv,0.25,0.36,0.48,0.28,0.69,0.59,0.54,0.34,0.53,0.34,0.41,0.83
icescrum.csv,0.54,0.43,0.42,0.32,0.56,0.39,0.57,0.57,0.28,0.21,0.81,0.26
ingex.csv,0.44,0.36,0.53,0.26,0.76,0.53,0.63,0.54,0.39,0.42,0.57,0.48
jrefactory.csv,0.33,0.4,0.77,0.26,0.45,0.23,0.41,0.53,0.17,0.36,0.42,0.75
jsecurity.csv,0.32,0.57,0.39,0.51,0.19,0.58,0.44,0.25,0.41,0.14,0.25,0.76
libopenmetaverse.csv,0.42,0.5,0.73,0.32,0.79,0.62,0.67,0.53,0.43,0.26,0.55,0.56
lite.csv,0.14,0.43,0.54,0.32,0.32,0.59,0.58,0.27,0.67,0.41,0.48,0.16
mobicents.csv,0.5,0.52,0.55,0.38,0.63,0.54,0.68,0.52,0.39,0.53,0.54,0.28
opendvr.csv,0.5,0.51,0.46,0.44,0.72,0.67,0.65,0.54,0.42,0.58,0.62,0.37
openefm.csv,0.39,0.6,0.56,0.33,0.22,0.4,0.6,0.46,0.32,0.29,0.59,0.67
sidekar.csv,0.0,0.41,0.0,0.0,0.82,0.0,0.0,0.0,0.43,0.45,0.0,0.0
