,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.22,0.38,0.0,0.0,0.21,0.4,0.29,0.07,0.86,0.11,0.51,0.14,0.11,0.45
dvt.csv,0.68,0.26,0.74,0.05,0.21,0.69,0.38,0.02,0.71,0.44,0.43,0.33,0.06,0.18
flylinkdc.csv,0.73,0.71,0.94,0.85,0.71,0.9,0.43,0.79,0.48,0.72,0.38,0.93,0.92,0.82
fulguro.csv,0.0,0.9,0.57,0.53,0.57,0.33,0.29,0.81,0.57,0.33,0.88,0.43,0.56,0.45
gnome-jabber.csv,0.76,0.6,0.4,0.58,0.57,0.9,0.48,0.7,0.43,0.89,0.6,0.37,0.86,0.36
ipfire-wall.csv,0.35,0.24,0.69,0.53,0.71,0.26,0.05,0.44,0.29,0.78,0.12,0.56,0.25,0.36
jruby.csv,0.62,0.12,1.0,1.0,0.07,0.12,0.0,0.28,0.0,0.0,0.04,0.71,0.69,0.0
ldview.csv,0.92,0.55,0.68,0.61,1.0,0.57,0.67,0.49,0.19,1.0,0.65,0.43,0.97,0.91
maidsafe-dht.csv,0.16,0.29,0.26,0.09,0.64,0.19,0.29,0.58,0.14,0.89,0.08,0.07,0.28,0.09
nuttx.csv,0.43,0.17,0.03,0.69,0.21,0.05,0.48,0.16,0.38,0.22,0.24,0.31,0.42,0.09
oorexx.csv,0.68,0.29,0.37,0.27,0.71,0.38,0.57,0.42,0.33,0.78,0.43,0.41,0.61,0.55
red5.csv,1.0,0.9,0.46,0.85,0.79,0.83,0.95,0.7,1.0,0.94,0.99,0.65,0.75,1.0
vdsf.csv,0.76,0.88,0.34,0.64,0.86,0.81,0.76,0.86,0.81,1.0,0.98,0.9,0.89,1.0
xbrlapi.csv,0.16,0.67,0.0,0.02,0.21,0.19,0.33,0.67,0.1,0.39,0.0,0.02,0.44,0.64
