,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,746.5,195.0,0.0,0.0,575.5,1032.0,78.5,59.5,99.0,456.0,290.5,91.5,88.5,1163.5
dvt.csv,1333.5,93.5,99.0,86.5,471.5,195.0,272.5,42.5,99.0,458.0,189.0,97.5,254.0,1287.5
flylinkdc.csv,367.0,197.5,99.0,99.0,656.5,690.0,188.0,98.5,698.0,97.5,196.0,99.0,482.0,1359.0
fulguro.csv,228.0,197.5,198.0,99.0,1320.0,1222.0,72.5,98.5,99.0,97.5,390.0,98.5,189.0,509.0
gnome-jabber.csv,851.0,98.5,99.0,99.0,665.0,195.0,188.0,98.5,99.0,97.5,196.0,98.5,386.5,665.0
ipfire-wall.csv,468.0,97.5,99.0,97.5,568.5,490.0,256.0,94.5,513.0,97.5,90.5,99.0,452.5,79.5
jruby.csv,1333.5,97.5,99.0,99.0,142.0,176.0,89.5,87.5,184.0,0.0,194.0,98.5,386.5,0.0
ldview.csv,1424.0,95.5,99.0,98.5,659.5,1042.5,188.0,98.5,677.0,97.5,97.5,99.0,482.0,975.0
maidsafe-dht.csv,153.0,95.5,198.0,94.5,280.5,372.0,188.0,98.5,424.5,97.5,73.5,99.0,174.0,327.0
nuttx.csv,268.5,264.0,82.5,99.0,152.0,277.5,283.5,190.0,99.0,184.0,97.5,98.5,174.0,572.0
oorexx.csv,658.0,93.5,99.0,97.5,287.0,465.5,188.0,96.5,621.0,184.0,97.5,97.5,371.0,997.0
red5.csv,1424.0,197.5,99.0,99.0,570.5,294.0,283.5,96.5,99.0,277.5,294.5,99.0,557.0,1628.5
vdsf.csv,943.5,197.5,198.0,98.5,854.0,591.5,86.5,98.5,99.0,97.5,294.5,99.0,482.0,1173.0
xbrlapi.csv,359.5,98.5,0.0,95.5,244.5,183.0,188.0,98.5,239.5,329.0,0.0,51.5,93.5,514.0
