,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.44,0.67,0.52,0.67
n2cms.csv,0.76,0.66,0.4,0.71
nassp.csv,0.2,0.33,0.33,0.82
nug.csv,0.3,0.4,0.8,0.48
