,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,0.88,0.83,0.19,0.82,0.23,0.9,0.81,0.7,0.77,0.38,0.16,0.45,0.95,0.71,0.68
fluidium.csv,0.08,0.0,0.0,0.27,0.0,0.15,0.0,0.04,0.0,0.0,0.0,0.0,0.07,0.71,0.02
guineu.csv,0.62,0.45,0.02,0.09,0.36,0.1,0.44,0.57,0.15,0.16,0.35,0.26,0.27,0.76,0.29
inkscape.csv,0.73,0.76,0.95,1.0,0.18,0.15,0.72,0.57,0.69,0.66,0.21,0.97,0.86,0.81,0.86
mpqc.csv,0.54,0.23,0.55,0.27,0.41,0.55,0.3,0.57,0.31,0.5,0.72,0.39,0.39,0.81,0.32
nsis.csv,0.73,0.62,0.71,0.27,0.55,0.7,0.77,0.39,0.69,0.68,0.71,0.82,0.7,0.29,0.73
octave.csv,0.38,0.54,0.24,0.55,0.55,0.3,0.37,0.48,0.08,0.36,0.24,0.45,0.23,0.62,0.34
owfs.csv,0.73,0.88,0.98,0.36,0.68,0.35,0.72,0.83,0.69,0.79,0.55,0.61,0.64,0.62,0.76
owlib.csv,0.77,0.68,0.57,0.82,0.73,0.3,0.6,0.65,0.62,0.52,0.42,0.47,0.77,0.57,0.39
pamguard.csv,0.54,0.44,0.64,0.64,0.64,0.45,0.67,0.7,0.62,0.36,0.29,0.66,0.84,0.24,0.64
prelude.csv,0.96,0.99,0.83,0.91,0.95,0.7,1.0,0.91,0.85,0.96,0.62,0.92,0.91,0.76,0.93
robocode.csv,0.85,0.64,0.02,0.55,0.64,0.6,0.79,0.78,0.85,0.57,0.37,0.34,0.86,0.62,0.46
uwom-server.csv,0.19,0.37,0.0,0.27,0.55,0.4,0.47,0.3,0.54,0.61,0.33,0.55,0.2,0.57,0.22
zengine.csv,1.0,0.97,0.88,1.0,1.0,1.0,0.98,1.0,0.92,0.93,1.0,0.82,1.0,0.43,1.0
zildo.csv,0.69,0.83,0.6,0.73,0.45,0.3,0.56,0.35,0.62,0.41,0.22,0.55,0.68,0.29,0.69
