,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv
checker-framework.csv,99.0,198.0,95.5,195.0,95.5,99.0,97.5,192.0,85.5,295.0,285.0,96.5,197.5,461.5,98.5
fluidium.csv,80.5,16.5,0.0,439.0,94.5,93.5,0.0,75.5,93.5,0.0,0.0,0.0,94.5,98.5,54.5
guineu.csv,97.5,99.0,37.5,88.5,98.5,385.5,192.0,193.5,494.0,98.5,91.5,96.5,92.5,197.0,274.5
inkscape.csv,97.5,198.0,98.5,195.0,95.5,99.0,96.5,390.0,494.0,196.5,186.0,196.5,197.5,560.0,98.5
mpqc.csv,99.0,393.0,98.5,96.5,1570.0,387.0,195.0,283.5,494.0,1023.0,194.5,339.5,197.5,197.0,267.5
nsis.csv,99.0,98.5,98.5,96.5,98.5,99.0,196.0,387.0,633.5,197.5,95.5,196.5,197.5,197.0,289.5
octave.csv,97.5,99.0,91.5,195.0,95.5,99.0,96.5,184.5,494.0,274.5,191.5,96.5,423.0,373.0,98.5
owfs.csv,97.5,198.0,98.5,85.5,97.5,99.0,195.0,192.0,395.0,295.0,189.0,97.5,197.5,462.5,98.5
owlib.csv,99.0,487.0,95.5,195.0,98.5,97.5,196.0,94.5,462.5,98.5,192.0,92.5,96.5,232.5,192.0
pamguard.csv,99.0,1069.5,98.5,193.0,97.5,99.0,97.5,291.0,85.5,98.5,189.0,191.5,195.5,73.5,193.0
prelude.csv,97.5,198.0,98.5,195.0,98.5,99.0,196.0,390.0,494.0,197.5,291.0,97.5,197.5,268.5,98.5
robocode.csv,97.5,99.0,37.5,181.0,98.5,196.0,97.5,94.5,564.5,98.5,192.0,92.5,197.5,232.5,98.5
uwom-server.csv,99.0,386.5,0.0,193.0,98.5,93.5,95.5,94.5,395.0,196.5,92.5,92.5,263.5,232.5,98.5
zengine.csv,99.0,296.5,98.5,195.0,98.5,99.0,196.0,390.0,1398.0,197.5,291.0,97.5,197.5,690.0,98.5
zildo.csv,97.5,198.0,98.5,195.0,97.5,97.5,97.5,189.0,85.5,98.5,288.0,97.5,98.5,241.5,98.5
