,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.71,162
acdk.csv,0.44,0.52,0.24,590
adaptagrams.csv,0.4,0.51,0.22,586
adobe-source.csv,0.5,0.46,0.37,430
adonthell.csv,0.52,0.39,0.47,244
agilitybook.csv,0.42,0.4,0.39,278
aime.csv,0.3,0.35,0.29,277
alembik.csv,0.27,0.56,0.13,605
algebsql.csv,0.38,0.34,0.5,95
all-plasm.csv,0.33,0.42,0.29,388
alpine.csv,0.72,0.41,0.6,216
amanda.csv,0.54,0.45,0.42,385
amateur-scrolls.csv,0.2,0.34,0.15,401
ambulant.csv,0.65,0.4,0.63,146
amygdala.csv,0.4,0.4,0.36,306
apertium.csv,0.33,0.4,0.27,393
apolloplayer.csv,0.57,0.42,0.43,360
applet2app.csv,0.59,0.5,0.35,548
arcallians.csv,0.67,0.45,0.51,354
archive-crawler.csv,0.43,0.42,0.36,361
ardour.csv,0.5,0.52,0.3,573
arianne.csv,0.95,0.39,0.93,30
arm-webradio.csv,0.4,0.41,0.37,301
array4j.csv,0.58,0.36,0.62,92
arsenal-1.csv,0.25,0.48,0.17,543
atlc.csv,0.68,0.39,0.67,110
atomsite.csv,0.72,0.42,0.64,186
atunes.csv,0.61,0.43,0.47,340
auber.csv,0.81,0.41,0.73,128
aubit4gl.csv,0.14,0.4,0.13,449
aufs.csv,0.27,0.33,0.27,269
autat.csv,0.29,0.48,0.18,553
autofac.csv,0.58,0.45,0.44,385
autoopencas.csv,0.3,0.27,0.45,63
autowikibrowser.csv,0.67,0.46,0.48,403
avifile.csv,0.44,0.36,0.5,139
avisynth2.csv,0.03,0.33,0.02,447
awemud.csv,0.58,0.46,0.39,466
aztec.csv,0.36,0.5,0.2,582
baadengine.csv,0.89,0.42,0.77,137
bacula.csv,0.73,0.42,0.6,240
badtrinity-zero.csv,0.46,0.45,0.33,450
badtrinitycore.csv,0.35,0.44,0.26,462
barracudamvc.csv,0.93,0.36,0.97,0
bdbbasic.csv,0.46,0.41,0.36,372
beast-mcmc.csv,0.74,0.45,0.57,305
benojt.csv,1.0,0.38,1.0,5
betoffice.csv,0.71,0.34,0.83,3
bibletime.csv,0.7,0.44,0.54,314
bigdata.csv,0.44,0.41,0.37,338
biodwh.csv,0.31,0.52,0.16,596
bionote.csv,0.34,0.5,0.19,582
biopax.csv,1.0,0.39,0.99,14
bl-toolkit.csv,0.69,0.38,0.71,78
blogentis.csv,0.52,0.37,0.64,64
bloodycore.csv,0.21,0.4,0.18,424
blue-c.csv,0.77,0.43,0.64,219
bochs.csv,0.71,0.39,0.63,165
boost-sandbox.csv,0.56,0.38,0.54,174
boost.csv,0.62,0.46,0.43,432
brlcad.csv,0.28,0.47,0.18,541
bscwweasel.csv,0.27,0.48,0.17,553
buddata-ebxml-registry.csv,0.97,0.39,0.94,32
bullet.csv,0.61,0.39,0.59,155
bwapi.csv,0.96,0.38,0.96,15
bzbyte.csv,0.23,0.09,0.16,158
capcode.csv,0.59,0.39,0.59,148
carabiner.csv,0.7,0.45,0.52,359
cascading.csv,0.69,0.44,0.52,333
chaosrts.csv,0.53,0.43,0.42,357
checker-framework.csv,0.86,0.4,0.81,82
chipster.csv,0.15,0.39,0.12,461
chrysalis.csv,0.48,0.5,0.29,555
cities3d.csv,0.27,0.39,0.21,419
cleartk.csv,0.73,0.41,0.65,170
cme.csv,0.0,0.0,0.0,137
co-ode-owl-plugins.csv,0.5,0.41,0.47,251
codeblocks.csv,0.63,0.46,0.42,454
codepurge.csv,0.52,0.46,0.4,410
codesmith.csv,0.64,0.38,0.65,101
columba.csv,0.64,0.46,0.45,421
continuum-ide.csv,0.17,0.42,0.15,469
coot.csv,0.51,0.35,0.49,175
cornerstone.csv,0.27,0.53,0.12,604
cortex-vfx.csv,0.39,0.52,0.23,584
crisscross.csv,0.94,0.39,0.9,45
critterding.csv,0.88,0.39,0.85,57
crux-framework.csv,0.27,0.42,0.23,423
cuberok.csv,0.56,0.43,0.46,316
dataobjectsdotnet.csv,0.65,0.41,0.55,244
decidr.csv,0.86,0.4,0.81,82
delphilhlplib.csv,0.67,0.43,0.52,301
doomlegacy.csv,0.73,0.46,0.6,274
dspace-gsoc.csv,0.71,0.45,0.55,318
dsworkbench.csv,0.08,0.33,0.07,418
dvd-create.csv,0.73,0.43,0.6,252
dvt.csv,0.31,0.44,0.24,462
dxengine.csv,0.34,0.39,0.31,326
dynalloy.csv,0.64,0.39,0.6,159
e-bio-flow.csv,0.32,0.47,0.18,563
echongl.csv,0.5,0.43,0.42,328
elateportal.csv,0.58,0.4,0.5,255
electric-core.csv,0.76,0.44,0.6,272
elmo.csv,0.29,0.44,0.23,462
elvishrayrenderer.csv,0.35,0.38,0.33,288
emeraldemu.csv,0.44,0.49,0.3,509
emftriple.csv,0.14,0.27,0.23,189
emisview.csv,0.2,0.43,0.12,531
emite.csv,0.28,0.47,0.2,519
emono.csv,0.69,0.4,0.67,122
empyrean.csv,0.0,0.0,0.0,137
emulemorph.csv,0.02,0.25,0.01,379
encog-cs.csv,0.79,0.37,0.8,49
encog-java.csv,0.08,0.4,0.05,507
enlightenment.csv,1.0,0.39,1.0,10
enzo.csv,0.94,0.39,0.92,33
esmf.csv,0.67,0.43,0.56,261
etherboot.csv,0.47,0.17,0.26,256
etics.csv,0.4,0.54,0.21,599
exist.csv,0.94,0.4,0.91,42
exl.csv,0.51,0.41,0.45,273
exordium.csv,0.63,0.47,0.44,435
extprosys.csv,0.79,0.38,0.75,89
factor.csv,0.15,0.43,0.09,536
fbmanager.csv,0.01,0.02,0.0,159
ffigo.csv,0.2,0.38,0.18,406
fido.csv,0.0,0.0,0.0,137
findbugs.csv,0.61,0.44,0.46,370
firebird.csv,0.82,0.44,0.67,229
firebreath.csv,0.56,0.49,0.37,500
fityk.csv,0.66,0.45,0.49,374
fleet-simulator.csv,0.87,0.41,0.78,111
fltk.csv,0.61,0.44,0.47,355
fluent-nhibernate.csv,0.32,0.5,0.2,566
fluidium.csv,0.02,0.12,0.02,224
flylegacy.csv,0.57,0.43,0.41,396
flylinkdc.csv,0.82,0.4,0.74,116
fm-classic.csv,0.1,0.45,0.07,546
fmri-dmt.csv,0.59,0.35,0.69,46
fontforge.csv,0.92,0.4,0.84,81
forester-atv.csv,0.17,0.42,0.13,492
foursquared.csv,0.14,0.4,0.09,498
free-evolution.csv,0.52,0.43,0.42,350
freedom-erp.csv,0.12,0.35,0.09,437
freelords.csv,0.77,0.42,0.63,226
freenet.csv,0.87,0.38,0.86,41
freewrl.csv,0.75,0.42,0.64,204
fritzing.csv,0.56,0.48,0.35,513
frogatto.csv,0.83,0.42,0.7,183
ftm.csv,0.24,0.61,0.1,614
fulguro.csv,0.53,0.34,0.56,104
fw4spl.csv,0.46,0.46,0.35,431
galaxium.csv,0.6,0.49,0.39,500
gamestone.csv,0.19,0.37,0.2,361
gbif-indexingtoolkit.csv,0.37,0.37,0.39,228
gbif-providertoolkit.csv,0.31,0.41,0.25,416
gdis.csv,0.61,0.42,0.51,270
genoviz.csv,0.1,0.62,0.03,615
geochat.csv,0.41,0.38,0.42,223
geogebra.csv,0.49,0.5,0.28,569
geotools.csv,0.77,0.41,0.67,170
gephex.csv,0.84,0.38,0.83,51
gisgraphy.csv,0.29,0.43,0.2,486
glas.csv,0.64,0.45,0.46,397
glelite.csv,0.92,0.4,0.89,48
gmerlin.csv,0.86,0.33,0.76,73
gnome-jabber.csv,0.64,0.42,0.55,249
gnukeda.csv,0.57,0.39,0.55,178
go.csv,0.73,0.44,0.55,319
gogoego.csv,0.71,0.43,0.54,301
google-collections.csv,1.0,0.38,1.0,5
google-gears.csv,0.73,0.42,0.64,191
google-web-toolkit.csv,0.56,0.47,0.39,458
gpac.csv,0.63,0.38,0.64,108
gpsmid.csv,0.73,0.38,0.73,78
grafx2.csv,0.51,0.47,0.37,451
graphmak.csv,0.51,0.4,0.47,248
grisbi.csv,0.92,0.39,0.87,57
growl-for-windows.csv,0.29,0.26,0.12,416
gss.csv,0.79,0.42,0.63,240
gstreamer.csv,0.77,0.4,0.7,129
gtad.csv,0.31,0.57,0.13,611
guineu.csv,0.35,0.35,0.44,145
gusanos.csv,0.45,0.48,0.29,526
gzigzag.csv,0.37,0.54,0.19,600
h2database.csv,0.29,0.56,0.14,605
haggle.csv,0.27,0.43,0.19,486
hannosset.csv,0.17,0.33,0.19,306
hatari.csv,0.76,0.41,0.67,166
hazelcast.csv,0.7,0.44,0.51,364
heekscad.csv,0.63,0.45,0.46,394
hibernate.csv,0.68,0.47,0.49,408
htmlunit.csv,0.52,0.51,0.29,581
hydrate.csv,0.21,0.41,0.15,481
hydrogen.csv,1.0,0.38,1.0,5
ibatisdb.csv,0.25,0.44,0.2,477
icescrum.csv,0.43,0.5,0.25,569
ifmo-game-1.csv,0.14,0.4,0.11,479
igarden.csv,0.41,0.51,0.24,576
ikvm.csv,0.51,0.35,0.61,72
ildjit.csv,0.2,0.33,0.26,247
illumination.csv,0.4,0.3,0.39,183
img-browse-sort.csv,0.58,0.48,0.38,495
impala.csv,0.4,0.37,0.4,233
ingex.csv,0.62,0.38,0.6,144
inkscape.csv,0.8,0.41,0.75,105
intact.csv,0.49,0.42,0.4,344
ipfilter.csv,0.75,0.38,0.76,66
irplus.csv,0.47,0.52,0.27,584
irrlicht.csv,1.0,0.36,1.0,1
itext.csv,0.82,0.44,0.68,209
ivatamasks.csv,0.93,0.4,0.86,70
ivataopenportal.csv,0.91,0.4,0.84,74
ivef-sdk.csv,0.49,0.3,0.55,77
jahshaka.csv,0.57,0.48,0.41,447
jahshakafx.csv,0.54,0.5,0.32,557
jajuk.csv,0.88,0.41,0.76,131
jaolt.csv,0.69,0.44,0.55,286
japano.csv,0.7,0.34,0.8,13
jaql.csv,0.34,0.52,0.18,592
jas.csv,0.36,0.39,0.33,313
jasperreports.csv,0.76,0.4,0.74,93
jatlas.csv,0.33,0.4,0.34,283
java-gnome.csv,0.34,0.4,0.33,307
javagroups.csv,0.54,0.38,0.58,120
javaprofiler.csv,0.8,0.4,0.7,150
jaxen.csv,0.71,0.38,0.72,78
jbasic.csv,0.75,0.4,0.67,154
jbpm.csv,0.01,0.07,0.0,202
jcache.csv,0.73,0.44,0.57,286
jcae.csv,0.28,0.51,0.15,591
jchassis.csv,0.0,0.0,0.0,137
jcl.csv,0.47,0.43,0.39,357
jedit.csv,0.87,0.42,0.78,118
jfreereport.csv,0.24,0.52,0.13,592
jgameai.csv,0.32,0.33,0.4,154
jgnash.csv,0.61,0.43,0.45,373
jgossipforum.csv,0.36,0.46,0.24,504
jguard.csv,0.88,0.38,0.89,28
jhotdraw.csv,0.41,0.33,0.46,140
jicarilla.csv,0.02,0.09,0.04,182
jitterbit.csv,0.67,0.46,0.5,379
jlinalg.csv,0.64,0.38,0.64,112
jmol.csv,0.87,0.39,0.83,63
jmoney.csv,0.58,0.47,0.38,485
jmonkeyengine.csv,0.63,0.35,0.61,113
jmri.csv,0.48,0.45,0.33,468
jmule.csv,0.73,0.45,0.55,330
jnode.csv,0.11,0.34,0.1,411
joustsim.csv,0.77,0.41,0.67,170
jparsec.csv,0.8,0.42,0.68,186
jpaul.csv,0.06,0.22,0.03,336
jrdf.csv,0.31,0.44,0.24,462
jrefactory.csv,0.55,0.42,0.45,310
jruby.csv,0.31,0.43,0.24,447
jsecurity.csv,0.32,0.46,0.21,522
jsidplay2.csv,0.56,0.38,0.55,162
jsr308-langtools.csv,0.77,0.39,0.65,178
jstock.csv,0.47,0.5,0.29,547
jvcl.csv,0.21,0.6,0.08,613
jython.csv,0.28,0.39,0.3,290
k3d.csv,0.17,0.4,0.16,425
kaffeine.csv,0.82,0.43,0.65,245
kdenlive.csv,0.74,0.46,0.51,410
keyczar.csv,0.06,0.2,0.09,244
kftpgrabber.csv,0.33,0.49,0.2,564
kindb.csv,0.65,0.47,0.48,400
kmatplot.csv,0.4,0.44,0.29,452
kmess.csv,0.23,0.4,0.16,474
kml.csv,0.96,0.4,0.92,43
knowledge.csv,0.79,0.42,0.67,191
kolmafia.csv,0.8,0.42,0.67,195
konversation.csv,0.41,0.44,0.32,420
ktc.csv,0.45,0.52,0.25,588
kvs.csv,0.26,0.38,0.28,293
kwave.csv,0.73,0.41,0.63,193
l2j.csv,0.59,0.44,0.45,370
lamp.csv,0.65,0.43,0.5,322
lazarus-ccr.csv,0.67,0.36,0.73,50
lcfizvtop.csv,0.59,0.44,0.43,395
ldview.csv,0.91,0.39,0.87,53
les-indemodables.csv,0.55,0.46,0.37,470
levent.csv,0.55,0.44,0.38,427
libarchive.csv,0.81,0.43,0.66,218
libmesh.csv,0.18,0.31,0.22,261
libopenmetaverse.csv,0.98,0.39,0.96,22
liferea.csv,0.47,0.46,0.34,454
linux-ntfs.csv,0.64,0.41,0.55,236
linuxsh.csv,0.18,0.43,0.12,515
lite.csv,0.33,0.41,0.27,402
lmms.csv,0.5,0.49,0.31,539
lockss.csv,0.39,0.53,0.2,598
log4net.csv,0.24,0.43,0.18,483
logicmail.csv,1.0,0.39,1.0,10
loki-lib.csv,0.62,0.44,0.48,346
lphant.csv,0.55,0.47,0.36,491
lportal.csv,0.06,0.5,0.02,595
lsb.csv,0.67,0.44,0.52,319
ltp.csv,0.67,0.37,0.67,94
lufa-lib.csv,0.55,0.4,0.51,211
m-a-d-n-e-s-s.csv,0.2,0.52,0.11,592
m-m-m.csv,0.77,0.4,0.71,121
madman.csv,0.33,0.38,0.29,340
magicwars.csv,1.0,0.38,1.0,5
maidsafe-dht.csv,0.39,0.47,0.27,499
matrex.csv,0.13,0.47,0.07,574
maya-work-in-progress.csv,0.87,0.41,0.74,151
mb-unit.csv,0.64,0.45,0.51,324
mclient-mume.csv,0.4,0.38,0.32,349
mcmc-jags.csv,0.8,0.41,0.69,166
mcore3d.csv,0.57,0.47,0.38,480
mecat.csv,0.1,0.62,0.03,615
mediaportal.csv,0.21,0.56,0.1,605
mediate.csv,0.43,0.5,0.27,548
megameknet.csv,0.7,0.42,0.59,234
megasquirtavr.csv,0.65,0.37,0.7,67
mesa3d.csv,0.55,0.42,0.45,310
metacosm.csv,0.42,0.44,0.31,438
mevenide.csv,0.17,0.57,0.07,609
micomt.csv,0.71,0.45,0.58,276
migen.csv,0.41,0.5,0.24,569
mimosa.csv,0.86,0.39,0.8,87
miranda-icq.csv,0.62,0.43,0.48,329
miranda.csv,0.3,0.46,0.2,522
moast.csv,0.55,0.37,0.5,203
mob-sen-plat.csv,0.81,0.43,0.65,238
mobicents.csv,0.71,0.42,0.6,227
modellus.csv,0.5,0.5,0.3,555
modplug.csv,0.91,0.4,0.84,74
moviesandbox.csv,0.5,0.42,0.43,296
mp-rechnungs-und-kundenverwaltung.csv,0.4,0.5,0.24,566
mplayer-ce.csv,0.76,0.42,0.67,177
mpqc.csv,0.25,0.26,0.37,96
mptvseries.csv,0.35,0.54,0.18,600
mscore.csv,0.79,0.43,0.67,198
mule.csv,0.31,0.42,0.26,414
multitude.csv,0.79,0.43,0.67,198
mumble.csv,0.6,0.41,0.5,268
mvdsv.csv,0.05,0.4,0.03,518
mvnforum.csv,0.31,0.32,0.41,126
n2cms.csv,0.63,0.47,0.44,435
nabu-library.csv,0.4,0.4,0.38,278
nassp.csv,0.21,0.5,0.13,577
nativeclient.csv,0.67,0.46,0.48,403
natpad.csv,0.48,0.46,0.35,444
nebuladevice.csv,0.32,0.31,0.43,107
neodatis-odb.csv,0.28,0.5,0.19,556
neoengine.csv,0.78,0.42,0.64,212
net-snmp.csv,0.64,0.41,0.58,196
netatalk.csv,0.8,0.4,0.73,117
ng4j.csv,0.68,0.45,0.5,374
ngl.csv,0.74,0.41,0.61,217
nh3d.csv,1.0,0.38,1.0,5
nicepress.csv,0.61,0.42,0.48,310
ninject.csv,0.43,0.38,0.43,221
nosleepsoftware.csv,0.06,0.29,0.09,328
nova.csv,0.37,0.38,0.4,222
novembre.csv,0.42,0.48,0.28,514
ns-3-dev-def-routing.csv,0.54,0.43,0.42,369
ns-3.csv,0.6,0.42,0.49,284
nsis.csv,0.6,0.34,0.7,37
nug.csv,0.37,0.37,0.38,242
nullc.csv,0.74,0.42,0.62,212
nunit.csv,0.52,0.37,0.58,102
nuttx.csv,0.34,0.44,0.26,452
nutz.csv,0.62,0.35,0.75,21
octave.csv,0.39,0.42,0.32,388
octet.csv,0.52,0.4,0.49,226
ofbiz.csv,0.63,0.39,0.6,156
officefloor.csv,0.42,0.5,0.25,566
olap-navigator.csv,0.6,0.46,0.4,466
olex2.csv,0.42,0.48,0.28,514
olsrd.csv,0.62,0.46,0.45,409
omseek.csv,0.23,0.54,0.11,603
ondex.csv,0.39,0.5,0.23,569
onotoa.csv,0.45,0.39,0.45,214
ontomorphtab.csv,0.77,0.45,0.57,330
ontopia.csv,0.69,0.41,0.61,193
oorexx.csv,0.3,0.46,0.2,522
opde.csv,0.58,0.44,0.43,390
open-beos.csv,0.56,0.48,0.35,513
open-data-kit.csv,0.68,0.44,0.54,289
open-media-library.csv,0.61,0.44,0.48,333
open-ms.csv,0.43,0.48,0.3,497
opendvr.csv,0.23,0.4,0.21,407
openefm.csv,0.37,0.48,0.23,544
openfrag.csv,0.71,0.43,0.63,198
opengs.csv,0.47,0.46,0.32,482
openintents.csv,0.64,0.37,0.74,40
openmeetings.csv,0.51,0.49,0.3,552
openmsx.csv,0.55,0.39,0.54,179
opennms.csv,0.21,0.38,0.22,356
opensim4opencog.csv,0.64,0.45,0.47,385
opentibia.csv,0.49,0.4,0.44,265
openwbem.csv,0.54,0.47,0.39,443
optalgtoolkit.csv,0.44,0.38,0.44,210
orc.csv,0.35,0.5,0.2,577
oscarmcmaster.csv,0.57,0.5,0.36,533
ossbuild.csv,0.47,0.46,0.34,454
ossim.csv,0.25,0.37,0.28,280
owfs.csv,0.82,0.42,0.71,162
owlib.csv,0.64,0.47,0.43,457
paintown.csv,0.8,0.41,0.73,125
pamguard.csv,0.56,0.44,0.44,364
panda3d.csv,0.43,0.41,0.36,348
papertoolkit.csv,0.26,0.42,0.21,442
passwordsafe.csv,0.73,0.43,0.6,252
patterntesting.csv,0.95,0.39,0.89,53
pcgen.csv,0.89,0.39,0.87,47
pclasses.csv,0.33,0.4,0.3,352
pcsx2.csv,0.67,0.42,0.56,257
pdfedit.csv,0.49,0.39,0.47,214
pentahoanalysistool.csv,0.63,0.37,0.64,100
personalaccess.csv,0.51,0.5,0.3,561
pfaedit.csv,0.54,0.48,0.38,471
pgui.csv,0.65,0.37,0.52,239
phet.csv,0.38,0.29,0.57,27
phonon-vlc-mplayer.csv,0.56,0.49,0.36,510
pi-qmc.csv,0.64,0.41,0.53,260
piccolo2d.csv,0.31,0.55,0.14,608
pidgin.csv,0.55,0.45,0.39,425
pixel-commandos.csv,0.2,0.45,0.14,528
planeshift.csv,0.91,0.4,0.85,70
plato.csv,0.98,0.38,0.98,12
playerstage.csv,0.55,0.46,0.39,439
plearn.csv,0.49,0.43,0.42,323
plee-the-bear.csv,0.54,0.44,0.42,378
pnotepad.csv,0.83,0.41,0.7,170
pokeglobal.csv,0.84,0.4,0.8,81
pokenetonline.csv,0.82,0.42,0.69,186
poormans.csv,0.3,0.43,0.28,392
popeye-chess.csv,0.5,0.49,0.33,509
power-architect.csv,0.92,0.39,0.9,38
powerfolder-.csv,0.46,0.45,0.36,413
powerfolder.csv,0.45,0.48,0.3,506
prelude.csv,0.94,0.38,0.91,35
primefaces.csv,0.95,0.39,0.93,30
proftp.csv,0.2,0.44,0.12,538
projecteqemu.csv,0.5,0.49,0.32,529
projectfactory.csv,0.6,0.42,0.48,296
projectts.csv,0.42,0.5,0.26,555
psrchive.csv,0.43,0.48,0.28,525
psycle.csv,0.8,0.43,0.63,258
pustefix.csv,0.31,0.44,0.26,427
pydev.csv,0.62,0.48,0.42,472
qcad2.csv,0.62,0.43,0.49,316
qdvdauthor.csv,0.58,0.39,0.55,185
qedo.csv,0.18,0.26,0.32,106
qgis.csv,0.58,0.42,0.47,297
qgo.csv,0.86,0.42,0.75,141
qlc.csv,0.45,0.46,0.29,503
qmmp.csv,0.7,0.42,0.58,249
qpe.csv,0.51,0.49,0.35,496
qse.csv,0.56,0.45,0.46,343
qtwin.csv,0.12,0.4,0.07,507
quantlib.csv,0.3,0.27,0.45,63
quark.csv,0.13,0.57,0.05,609
quarkplayer.csv,0.22,0.36,0.24,300
quarkplusplus.csv,0.5,0.46,0.36,444
quickfast.csv,0.81,0.43,0.7,181
raven-monitoring.csv,0.47,0.37,0.46,203
raygina.csv,0.44,0.5,0.27,555
rcp-company-uibindings.csv,0.5,0.49,0.33,509
re2c.csv,0.4,0.36,0.39,235
reactos-mirror.csv,0.66,0.44,0.49,364
reaper-ecad.csv,0.13,0.57,0.04,611
reaper3d.csv,0.39,0.4,0.33,352
rebecca-aiml.csv,0.73,0.41,0.6,230
rectracker.csv,0.9,0.39,0.85,61
red5.csv,0.91,0.4,0.84,74
redshell.csv,0.52,0.34,0.58,90
repositorium.csv,0.23,0.29,0.33,149
retromenu.csv,0.24,0.5,0.13,587
rezilla.csv,0.57,0.41,0.52,232
rhex.csv,0.27,0.43,0.2,478
robocode.csv,0.66,0.44,0.5,346
rockbox.csv,0.47,0.47,0.32,492
rocrail.csv,0.62,0.45,0.45,397
rohxel.csv,0.24,0.47,0.16,541
roller.csv,0.88,0.4,0.82,82
roolo.csv,0.72,0.4,0.67,135
rosegarden.csv,0.62,0.47,0.42,459
rsyslog.csv,0.7,0.44,0.58,264
rtb-team.csv,0.17,0.41,0.11,502
rtrt-on-gpu.csv,0.41,0.36,0.46,160
runuomondains.csv,0.63,0.46,0.46,403
sabbu.csv,0.49,0.43,0.41,340
salasaga.csv,0.57,0.42,0.44,344
sandiaportals.csv,0.68,0.43,0.55,275
sarasvati.csv,0.39,0.45,0.28,475
sauerbraten.csv,0.94,0.39,0.88,57
sblim.csv,0.25,0.43,0.18,486
sbml.csv,0.68,0.44,0.52,326
scenemonitor.csv,0.2,0.4,0.2,399
scite-ru.csv,0.91,0.41,0.86,69
selenium.csv,0.53,0.5,0.32,547
sepgsql.csv,0.45,0.52,0.25,588
servicestack.csv,0.04,0.33,0.02,458
sevenupdate.csv,0.99,0.39,0.97,18
sidekar.csv,0.0,0.0,0.0,137
sigil.csv,0.6,0.48,0.41,471
silvertree.csv,0.72,0.39,0.67,127
simplewebservices.csv,0.77,0.42,0.65,204
skia.csv,0.5,0.46,0.37,430
smartgwt.csv,0.47,0.42,0.37,376
smarttag.csv,0.59,0.44,0.44,382
smbopensoft.csv,0.66,0.4,0.64,135
snakeyaml.csv,0.43,0.49,0.29,520
soar.csv,0.92,0.38,0.93,17
somap.csv,0.92,0.38,0.89,39
springside.csv,0.6,0.43,0.49,295
sqlpower-library.csv,0.92,0.38,0.92,24
st-filteredstatistics.csv,0.88,0.39,0.83,68
stajistics.csv,0.61,0.42,0.51,270
stemkit.csv,0.26,0.38,0.28,293
stuproa-cims.csv,0.09,0.36,0.04,494
super-tux.csv,0.69,0.39,0.67,114
superwaba.csv,0.58,0.5,0.35,545
swtfox.csv,0.67,0.33,0.76,20
sylpheed-claws.csv,0.98,0.39,0.94,33
synecdoche.csv,0.64,0.41,0.55,236
synergyspace.csv,0.32,0.41,0.28,383
t-2.csv,0.58,0.36,0.61,98
ta3d.csv,0.3,0.38,0.25,381
tango-cs.csv,0.82,0.38,0.82,51
taokgame.csv,0.25,0.5,0.15,577
tart.csv,0.41,0.39,0.37,285
taverna.csv,0.17,0.45,0.11,540
tcl.csv,0.52,0.32,0.69,16
tcvp.csv,0.0,0.0,0.02,121
tencompetence.csv,0.3,0.35,0.34,225
thedata.csv,0.67,0.41,0.64,151
theresa.csv,0.45,0.5,0.3,532
thout.csv,0.83,0.38,0.87,26
thrust.csv,0.55,0.4,0.52,207
tigermud.csv,0.68,0.37,0.68,91
tokratan.csv,0.54,0.48,0.37,484
tolven.csv,0.51,0.5,0.31,547
toped.csv,0.65,0.38,0.65,108
trackit.csv,0.15,0.34,0.17,336
tradelink.csv,0.62,0.4,0.57,190
trinitycore.csv,0.39,0.42,0.33,377
triplea.csv,0.73,0.44,0.59,267
truevision.csv,0.58,0.44,0.43,390
turbotrader-bos.csv,0.4,0.53,0.21,597
tweetsharp.csv,0.43,0.37,0.47,169
twostep.csv,0.76,0.44,0.59,281
tycho.csv,0.33,0.48,0.23,525
tzod.csv,0.29,0.5,0.19,561
uclmda.csv,0.07,0.31,0.09,368
uface.csv,0.88,0.42,0.77,130
ultimairis.csv,0.57,0.46,0.42,416
umber.csv,0.84,0.41,0.78,99
unflobtactical.csv,0.62,0.44,0.51,290
