,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.0,3.0,1.0,1.0,0.0,13.0,57.0,0.0,0.0,3.0
fritzing.csv,0.0,1.0,0.0,1.0,0.0,128.0,2.0,1.0,3.0,1.0
jlinalg.csv,0.0,9.0,0.0,1.0,0.0,250.0,2.0,10.0,1.0,9.0
knowledge.csv,0.0,27.0,1.0,1.0,0.0,256.0,2.0,6.0,4.0,9.0
massiv.csv,63.0,141.0,148.0,140.0,66.0,0.0,57.0,65.0,55.0,0.0
oscarmcmaster.csv,0.0,6.0,1.0,5.0,0.0,87.0,1.0,2.0,1.0,0.0
playerstage.csv,0.0,2.0,0.0,0.0,0.0,121.0,5.0,6.0,1.0,3.0
quarkplusplus.csv,0.0,1.0,0.0,1.0,0.0,159.0,8.0,7.0,0.0,5.0
rtrt-on-gpu.csv,1.0,4.0,6.0,9.0,0.0,131.0,1.0,1.0,3.0,6.0
superwaba.csv,0.0,0.0,7.0,0.0,0.0,94.0,3.0,1.0,0.0,0.0
