,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.82,0.98,0.93,0.98,0.92,0.75,1.0,0.1,0.88,0.86
fritzing.csv,0.58,0.4,0.01,0.55,0.37,0.62,0.61,0.8,0.67,0.65
jlinalg.csv,0.0,0.61,0.75,0.7,0.62,0.68,1.08,0.91,0.73,0.75
knowledge.csv,1.0,1.0,0.98,0.96,0.0,0.9,0.98,0.83,0.98,0.96
massiv.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.98
oscarmcmaster.csv,0.99,0.49,0.83,0.86,0.74,0.57,0.91,0.78,0.76,0.09
playerstage.csv,0.8,0.5,0.53,0.1,0.48,0.78,0.92,0.87,0.69,0.74
quarkplusplus.csv,0.6,0.46,0.55,0.48,0.58,0.52,0.84,0.72,0.04,0.57
rtrt-on-gpu.csv,0.86,0.72,0.79,0.9,0.93,0.64,0.04,0.91,0.9,0.74
superwaba.csv,0.56,0.02,0.51,0.45,0.44,0.48,0.82,0.56,0.45,0.65
