,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.07,0.04,0.06,0.04,0.0,0.07,0.0,0.0,0.03,0.08
fritzing.csv,0.36,0.17,0.0,0.41,0.2,0.37,0.08,0.07,0.25,0.47
jlinalg.csv,0.0,0.35,0.74,0.69,0.6,0.63,0.96,0.91,0.69,0.7
knowledge.csv,1.0,1.0,0.97,0.96,0.0,0.9,0.98,0.83,0.97,0.96
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
oscarmcmaster.csv,0.79,0.33,0.81,0.14,0.0,0.27,0.12,0.2,0.09,0.01
playerstage.csv,0.0,0.2,0.25,0.01,0.0,0.23,0.17,0.2,0.19,0.29
quarkplusplus.csv,0.36,0.18,0.27,0.2,0.0,0.45,0.27,0.72,0.0,0.42
rtrt-on-gpu.csv,0.07,0.18,0.27,0.52,0.6,0.39,0.04,0.13,0.22,0.49
superwaba.csv,0.21,0.01,0.35,0.27,0.2,0.48,0.19,0.5,0.34,0.52
