,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.3,0.04,0.12,0.03,0.15,0.04,0.0,0.95,0.21,0.2
fritzing.csv,0.66,0.65,0.99,0.57,0.81,0.02,0.44,0.3,0.44,0.33
jlinalg.csv,1.0,0.47,0.65,0.61,0.89,0.02,0.16,0.49,0.56,0.33
knowledge.csv,0.84,0.51,0.63,0.59,1.0,0.02,0.27,0.51,0.55,0.35
massiv.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04
oscarmcmaster.csv,0.49,0.57,0.61,0.23,0.41,0.03,0.12,0.29,0.36,0.95
playerstage.csv,0.33,0.57,0.59,0.94,0.68,0.02,0.11,0.19,0.42,0.27
quarkplusplus.csv,0.64,0.6,0.58,0.61,0.59,0.02,0.16,0.51,0.98,0.39
rtrt-on-gpu.csv,0.24,0.37,0.34,0.26,0.43,0.02,0.91,0.14,0.18,0.27
superwaba.csv,0.62,0.98,0.62,0.63,0.75,0.03,0.19,0.52,0.65,0.34
