,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.47,0.53,0.5,0.36,0.55,0.47,0.39,0.47,0.45,0.59,0.44,0.61,0.45,0.38,0.52,0.6,0.43
biopax.csv,0.39,0.41,0.39,0.35,0.46,0.38,0.42,0.41,0.43,0.4,0.39,0.49,0.37,0.39,0.36,0.54,0.41
ffigo.csv,0.0,0.99,0.0,0.53,0.8,0.5,0.67,0.0,0.97,0.95,0.9,0.94,0.41,0.0,0.53,0.95,0.88
freebios.csv,0.63,0.86,0.63,0.92,0.89,0.85,0.67,0.81,0.88,0.87,0.67,0.73,0.56,0.99,0.51,0.62,0.9
glelite.csv,0.4,0.42,0.43,0.35,0.49,0.39,0.43,0.41,0.41,0.43,0.39,0.5,0.38,0.39,0.38,0.49,0.41
gnupdate.csv,0.51,0.58,0.58,0.36,0.67,0.52,0.43,0.55,0.5,0.81,0.57,0.75,0.45,0.63,0.68,0.5,0.4
go.csv,0.45,0.44,0.51,0.36,0.45,0.37,0.4,0.38,0.4,0.58,0.75,0.44,0.38,0.33,0.36,0.53,0.42
gstreamer.csv,0.41,0.47,0.43,0.39,0.42,0.41,0.44,0.4,0.42,0.56,0.38,0.54,0.38,0.43,0.41,0.47,0.41
metacosm.csv,0.79,0.41,0.94,0.46,0.87,0.96,0.65,0.53,0.47,0.63,0.92,0.66,0.53,0.83,0.58,0.48,0.42
pcsx2.csv,0.52,0.47,0.41,0.45,0.57,0.51,0.45,0.45,0.47,0.51,0.44,0.54,0.5,0.48,0.39,0.56,0.44
pgui.csv,0.0,0.0,0.67,0.6,0.49,0.0,0.44,0.61,0.0,0.67,0.91,0.54,0.0,0.0,0.6,0.52,0.41
qse.csv,0.0,0.55,0.0,0.42,0.67,0.86,0.48,0.5,0.48,0.65,0.56,0.56,0.75,0.5,0.54,0.6,0.38
rebecca-aiml.csv,0.45,0.46,0.87,0.51,0.42,0.44,0.47,0.45,0.43,0.61,0.55,0.41,0.44,0.37,0.37,0.48,0.6
skia.csv,0.45,0.52,0.81,0.37,0.39,0.37,0.62,0.39,0.46,0.73,0.33,0.6,0.82,0.5,0.48,0.71,0.64
vars-redux.csv,0.43,0.39,0.46,0.47,0.43,0.5,0.46,0.4,0.43,0.4,0.39,0.5,0.38,0.36,0.38,0.61,0.39
wxjs.csv,0.0,0.98,0.5,0.0,0.0,0.8,0.0,0.88,0.9,0.92,0.67,0.94,0.0,0.8,0.9,0.83,0.0
yale.csv,0.4,0.72,0.46,0.4,0.47,0.4,0.74,0.71,0.48,0.56,0.83,0.61,0.44,0.66,0.4,0.42,0.48
