,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.54,0.63,0.53,0.88,0.4,0.69,0.89,0.74,0.73,0.22,0.5,0.58,0.66,0.82,0.52,0.66,0.85
biopax.csv,0.95,1.0,1.0,1.0,0.95,0.79,1.0,0.98,0.98,1.0,1.0,0.97,0.87,0.99,1.0,0.8,1.0
ffigo.csv,0.0,0.13,0.0,0.43,0.05,0.01,0.06,0.0,0.14,0.15,0.0,0.11,0.75,0.0,0.57,0.25,0.07
freebios.csv,0.47,0.35,0.78,0.18,0.35,0.25,0.49,0.45,0.35,0.39,0.62,0.44,0.57,0.2,0.57,0.49,0.22
glelite.csv,0.99,0.95,0.92,0.92,0.85,0.9,1.0,1.0,0.83,0.85,1.0,0.97,0.92,0.99,0.96,0.82,0.96
gnupdate.csv,0.7,0.59,0.39,0.92,0.7,0.65,0.66,0.68,0.63,0.24,0.12,0.33,0.66,0.44,0.35,0.58,0.85
go.csv,0.68,0.73,0.35,0.82,0.8,0.7,0.8,0.81,0.85,0.57,0.12,0.56,0.68,0.73,0.78,0.58,0.7
gstreamer.csv,0.87,0.85,0.53,0.96,0.5,0.88,0.63,0.79,0.64,0.48,1.0,0.7,0.76,0.68,0.7,0.96,1.0
metacosm.csv,0.32,0.76,0.14,0.67,0.2,0.2,0.37,0.43,0.45,0.31,0.12,0.27,0.42,0.24,0.43,0.56,0.7
pcsx2.csv,0.63,0.68,0.88,0.82,0.9,0.45,0.8,0.83,0.74,0.52,0.62,0.88,0.03,0.66,0.96,0.79,0.93
pgui.csv,0.0,0.0,0.04,0.51,1.0,0.0,0.63,0.66,0.0,0.0,0.0,0.84,0.0,0.0,0.61,0.79,1.0
qse.csv,0.0,0.55,0.0,0.8,0.1,0.04,0.77,0.04,0.46,0.28,0.38,0.5,0.03,0.01,0.48,0.63,0.67
rebecca-aiml.csv,0.59,0.68,0.2,0.47,0.3,0.47,0.66,0.55,0.57,0.85,0.62,0.5,0.53,0.67,0.78,0.51,0.33
skia.csv,0.42,0.46,0.14,0.69,0.35,0.63,0.31,0.51,0.37,0.26,1.0,0.2,0.13,0.38,0.61,0.13,0.3
vars-redux.csv,0.59,0.93,0.65,0.71,0.4,0.47,0.74,0.79,0.8,1.0,1.0,0.91,0.64,0.8,0.87,0.54,0.78
wxjs.csv,0.0,0.03,0.04,0.0,0.0,0.02,0.0,0.0,0.04,0.46,1.0,0.21,0.0,0.01,0.17,0.03,0.0
yale.csv,1.0,0.44,0.88,0.55,0.95,0.94,0.4,0.6,0.88,0.67,0.38,0.76,0.78,0.54,0.78,0.39,0.44
