,recall,precision,pf,pci_20,ifa,wins
alsa.csv,0.66,0.51,0.58,0.47,1.0,7
biopax.csv,0.99,0.47,0.94,0.4,2.0,3
ffigo.csv,0.07,0.36,0.1,0.67,2.0,6
freebios.csv,0.44,0.52,0.39,0.81,2.0,15
glelite.csv,0.95,0.48,0.95,0.41,3.0,1
gnupdate.csv,0.63,0.5,0.53,0.55,1.0,11
go.csv,0.7,0.5,0.43,0.42,1.0,9
gstreamer.csv,0.76,0.47,0.67,0.42,2.0,4
metacosm.csv,0.37,0.7,0.23,0.63,2.0,16
pcsx2.csv,0.79,0.51,0.63,0.47,1.0,10
pgui.csv,0.04,0.21,0.12,0.49,2.0,0
qse.csv,0.38,0.53,0.13,0.54,1.0,13
rebecca-aiml.csv,0.55,0.65,0.29,0.45,1.0,14
skia.csv,0.37,0.54,0.28,0.5,2.0,8
vars-redux.csv,0.78,0.58,0.56,0.43,0.0,12
wxjs.csv,0.02,0.3,0.02,0.8,8.0,2
yale.csv,0.67,0.52,0.67,0.48,2.0,5
