,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.57,0.61,0.49,0.68,0.4,0.66,0.69,0.62,0.69,0.21,0.5,0.0,0.66,0.66,0.53,0.69,0.69
biopax.csv,0.51,0.0,0.0,0.0,0.3,0.59,0.24,0.47,0.33,0.0,0.0,0.7,0.49,0.05,0.0,0.83,0.0
ffigo.csv,0.0,0.16,0.0,0.43,0.06,0.01,0.07,0.0,0.17,0.18,0.0,0.13,0.73,0.0,0.58,0.29,0.09
freebios.csv,0.43,0.38,0.77,0.21,0.38,0.28,0.44,0.48,0.38,0.44,0.61,0.47,0.51,0.23,0.51,0.45,0.26
glelite.csv,0.27,0.13,0.39,0.62,0.13,0.41,0.09,0.09,0.56,0.17,0.09,0.98,0.21,0.13,0.46,0.68,0.13
gnupdate.csv,0.64,0.6,0.39,0.52,0.73,0.56,0.62,0.67,0.58,0.28,0.14,0.33,0.58,0.48,0.39,0.51,0.55
go.csv,0.7,0.63,0.38,0.63,0.74,0.58,0.77,0.6,0.71,0.58,0.14,0.61,0.67,0.64,0.54,0.61,0.6
gstreamer.csv,0.7,0.44,0.4,0.46,0.5,0.51,0.6,0.54,0.64,0.47,0.56,0.57,0.46,0.69,0.63,0.71,0.0
metacosm.csv,0.37,0.66,0.17,0.68,0.24,0.24,0.42,0.47,0.49,0.35,0.14,0.32,0.46,0.28,0.46,0.58,0.71
pcsx2.csv,0.67,0.57,0.5,0.66,0.8,0.48,0.75,0.64,0.72,0.31,0.49,0.66,0.04,0.66,0.55,0.77,0.24
pgui.csv,0.0,0.0,0.05,0.52,0.43,0.0,0.63,0.68,0.0,0.0,0.0,0.64,0.0,0.0,0.64,0.63,0.0
qse.csv,0.0,0.54,0.0,0.6,0.12,0.05,0.79,0.05,0.5,0.3,0.41,0.45,0.04,0.01,0.51,0.67,0.62
rebecca-aiml.csv,0.61,0.64,0.24,0.51,0.34,0.49,0.69,0.57,0.58,0.85,0.64,0.56,0.57,0.61,0.56,0.53,0.37
skia.csv,0.46,0.49,0.17,0.62,0.38,0.61,0.36,0.51,0.41,0.3,0.83,0.24,0.16,0.42,0.64,0.15,0.34
vars-redux.csv,0.61,0.52,0.57,0.7,0.41,0.5,0.7,0.51,0.69,0.0,0.51,0.0,0.61,0.58,0.55,0.59,0.71
wxjs.csv,0.0,0.04,0.05,0.0,0.0,0.02,0.0,0.0,0.05,0.51,0.95,0.25,0.0,0.01,0.2,0.04,0.0
yale.csv,0.0,0.48,0.57,0.55,0.05,0.13,0.43,0.6,0.29,0.56,0.42,0.0,0.61,0.54,0.42,0.41,0.48
