,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.54,0.3,0.86,0.62,0.6,0.54,0.36,0.55
ibatisdb.csv,0.41,0.33,0.31,0.37,0.44,0.12,0.82,0.38
log4net.csv,0.26,0.34,0.19,0.97,0.42,0.15,0.17,0.3
ofbiz.csv,0.53,0.78,0.52,0.69,0.51,0.73,0.56,0.54
opensim4opencog.csv,0.53,0.38,0.43,0.64,0.6,0.55,0.29,0.47
openwbem.csv,0.6,0.27,0.47,0.55,0.39,0.44,0.46,0.46
power-architect.csv,0.09,0.0,0.42,0.43,0.24,0.52,0.52,0.84
x-ray-mule.csv,0.24,0.82,0.38,0.0,0.16,0.55,0.04,0.13
