,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.4,0.44,0.98,0.03,0.14,0.67,0.16,0.82
ibatisdb.csv,0.45,0.53,0.85,0.04,0.11,0.7,0.64,0.71
log4net.csv,0.44,0.64,0.89,0.16,0.13,0.78,0.19,0.74
ofbiz.csv,0.36,0.8,0.87,0.03,0.14,0.81,0.26,0.79
opensim4opencog.csv,0.52,0.48,0.89,0.03,0.23,0.78,0.24,0.76
openwbem.csv,0.55,0.37,0.96,0.02,0.19,0.62,0.22,0.8
power-architect.csv,0.34,0.59,0.88,0.03,0.13,0.67,0.29,0.96
x-ray-mule.csv,0.37,0.86,0.88,0.0,0.12,0.67,0.03,0.75
