,openwbem.csv,x-ray-mule.csv,cleartk.csv,log4net.csv,opensim4opencog.csv,ofbiz.csv,ibatisdb.csv,power-architect.csv
cleartk.csv,0.54,0.27,0.86,0.67,0.7,0.65,0.36,0.94
ibatisdb.csv,0.37,0.3,0.27,0.33,0.43,0.1,0.81,0.37
log4net.csv,0.22,0.3,0.16,1.0,0.39,0.12,0.14,0.26
ofbiz.csv,0.78,0.8,0.65,1.0,0.96,0.76,0.64,0.61
opensim4opencog.csv,0.49,0.37,0.4,0.67,0.57,0.52,0.25,0.48
openwbem.csv,0.57,0.33,0.42,0.67,0.35,0.44,0.67,0.44
power-architect.csv,0.92,0.97,0.85,1.0,1.0,0.54,0.97,0.83
x-ray-mule.csv,0.2,0.83,0.35,0.0,0.13,0.67,0.03,0.11
